"ID", "SAFENET ID", "Iteration", "Event Start Date", "Event Stop Date", "Incident Name", "Incident Number", "Event State", "Event Jurisdiction", "Event Local Unit", "Event Position Title", "Event Task", "Event Management Level", "Event Resources", "Event Incident Type", "Event Incident Activity", "Event Incident Stage", "Contributing Factors", "Human Factors", "Other Factors", "Narrative", "Immediate Action Taken", "SAFENET Create Date"
"25330","7YTR5WSAFE","2","12/10/2009 16:30"," ","RADIO PROBLEMS","CA-PNF-1287","CA","USFS","Plumas N.F.","Assistant Center Manager","Emergency Dispatch Center Management","3","All Pnf Field Pesonnel And Ecc","All Hazard;","Line;Support;Transport to/from;Readiness/Preparedness;","Other;","Communications;","Risk Assessment;Situational Awareness;","","A ticket was cut with the help desk on 12-10-2009 to address a problem with the forest communication system. For two days prior to cutting a ticket, there were intermittent periods of static on the Pike County Repeater. On December 10th the interference became so bad that dispatch could no longer hear voice through the static. Each of the districts on the forest are carrying out their Fall prescribed Fire Projects. LCES is just as vital to prescribed fire as it is to wildfire. Law Enforcement Officers are very busy this time of year as well. Due to this activity the ticket was cut as a severity level one. The dispatch center needed this issue resolved as quickly as possible for field personnel's safety.

It is understandable there could be some initial delay in repairing the site do to use-or-lose leave this time of year and coordinating a technician as the Plumas technician is also on leave. In the initial correspondence thread on the 10th this coordination is documented. Although in the second thread on the 10th two hours after the ticket was cut, there is a response that the site (Pike Co Repeater) is already snowed in. As of today December 17th Pike County Repeater site has received no snow.

On December 11th a forest dispatcher called to check the status of the ticket because the site was now causing interference on multiple channels forest wide. Also on the 11th according to the discusion thread the local technician dropped the severity level from one to three, indicating that the Lexington and Sunset repeater sites could be used in lieu of Pike County. This would be a standard operating procedure all of the time, the interference of Pike County is affecting all of the repeaters not allowing this to be an SOP. Field units attempting to utilize the Sunset Repeater are not being heard through the static in the ECC.

The discussion thread does not indicate that any other action was taken between the 11th and when the dispatcher called back on the 15th. to check on the status of the ticket. On the 16th the thread states that PG&E is still unable to get up to the top to fix the problem. Now the issue is that there is a lack of parts. The parts are now on order and there is a trip scheduled for the second part of next week between the 23rd and 25th, we will be updated again at that time.

Waiting an additional week for repair is unacceptable, and affects the safety of field going personnel on the forest.","Have dispatcher continue to communicate with Help Desk. Remain in constant communication with field personnel and remind them to be patient.","12/17/2009 00:00"
"25329","7YELWWSAFE","2","12/03/2009 11:30"," ","RED CEDAR THIN","","SD","Other","SD-YAA","Zone Fmo","Mechanical Fuels Treatment Project (Hfr)","5","Fuels Crew","Fuel Treatment;","Line;","Other;","Environmental;","Situational Awareness;","Potential Human Factors","On December 3, 2009, a fuels crew member suffered a head injury while working on a Hazardous fuels removal (HFR) project. All proper PPE was reported to be in place at the time of the accident. Terrain on the project is steep and rugged. At 0830 Hrs. the fuels crew arrived at the project and began cutting, there were 6 crewmembers (4 Sawyers, 2 Swampers/Spotters with 1 sawyer as the acting Crew Boss). At 1130, a sawyer was cutting a dead ash tree when a branch from the tree knocked his hard-hat off his head. Before he was able to secure his hard-hat on his head, another branch fell and struck the sawyer on the head. The fuels crew helped the sawyer out of the project area to get medical help. An ambulance transported the sawyer to the local hospital for medical treatment and observation.","1) Sawyer operations ceased immediately following the incident.

2) Proper notification of line officers, and proper fuels & fire management staff at the regional level was completed.

3) Witness statements, photos, and on-site information was recorded and documented by tribal law enforcement personnel.    1) Work with local tribal fuels programs and projects to plan and implement working in 2-person saw teams (to reduce fatigue and enhance spotter capabilities for safety, and increase situational awareness of surroundings).

2) Conduct daily After Action Reviews (AAR) and ensure they are documented.

3) Provide tribal oversight on project area and balance sawyer and spotter personnel.","12/04/2009 00:00"
"25328","7YDTNGSAFE","2","12/01/2009 10:00"," ","7130 RX BURN","AZ-NAA-0180","NM","BIA","AZ-NAA","Supervisory Technician","Pile Burning Rxb3","5","Ignition Crew, Holding Crew","Prescribed/Fuels Treatment;","Line;","Other;","Environmental;","Decision Making;Risk Assessment;Situational Awareness;","","It was brought to my attention at the end of shift, that one of my employees was questioning the use of fire shelters on a low complexity RXB3 Prescribed Burn, based on the following factors: Weather: Eight inches of snow on ground and around piles.

Fuels: Dispersed Piles, low potential for creeping and spreading of fire.

Individual's Perception: Low Complexity, eight inches of snow, prescribed burn activity, little to no potential for escape.","Once informed of the incident that occurred out on the prescribed burn by the RXB3, inmediate action was taken to correct this incident. This was done by informing the crew overhead and individual in question, that all personnel will wear Personal Protective Equipment (P.P.E.) on prescribed burns at all times, regardless of complexity level, and/or the amount of snow on the ground. This was all taken care of by the immediate supervisor and RXB3.","12/03/2009 00:00"
"25223","7NQR34SAFE","2","11/25/2009 13:00"," ","INCHELIUM PILE BURN","","WA","BIA","COA","Rxb3","Pile Burning","3","Fft2","Prescribed/Fuels Treatment;","Line;","Non-incident;","Human Factors;","Decision Making;Situational Awareness;","Improper use of ignition device","On November 25, 2008 a FFT2 sufferered 1st and 2nd degree burns while conducting prescribed fire burn. All proper PPE was reported to be in place at the time of the accident. The burn was a low complexity burn on another cool day. We had a burn team that consisted of a RXB3 and a number of seasonal ENGB and FFT2 firefighters working around a number of residences where fuels treatments have occurred and we were completing the final phase of the treatment which was burning slash fuels that had been piled. The FFT2 was igniting piles and as he was near finishing his fuel cycle with his drip torch he opened up the top of the touch and emptied most of the remaining fuel in his torch onto a slash pile that had not been ignited yet, as he emptied his torch mix onto a pile, another igniter came along and began to ignite the opposite side of the same pile. The fuel from the open torch then ignited catching the igniter that dumped the remaining fuel from his torch on the pile by surprise because of the quick flare. he said 'when I saw the slash fuel ignite it caught me off guard and I panicked, I then turned to get away from the ignited slash pile as quickly as I possible could, as I turned I threw my drip torch over my shoulder there was fuel still in the torch and it spilled down my back and onto my right leg then the fuel ignited then I ran clear if the pile and fell to the ground'. The other igniter quickly came over to suppress the open flame using dirt. The burned individual was transported to the local health clinic that was located within ten minutes of the site where the accident happened.

Contributing Factors

1) Improper use of ignition device. (The top of the torch was opened and fuel was dumped onto a slash pile).

2) Slash fuel was a hot mix. (Slash mixed improperly unleaded / diesel mix ratio was not properly mixed to 4/1).","1) During pre incident briefing review Job Hazard Analysis and ensure proper use of ignition devices are being followed.

2) Drip torch fuel is mixed properly and fuel cans are labeled with fuel type or fuel ratios.    1) Update the Job Hazard Analysis to address proper use of hand ignition devices and drip torch mix ratios.

2) Post drip torch mix ratios around mixing areas and in fuels / wildfire vehicles.","01/28/2009 00:00"
"25326","7XRKC3SAFE","2","11/09/2009 14:00"," ","BUFFALO TRAIL RX FIRE","LBFRX1021","KY","USFS","KY-LBF","Firefighter","Line Patrol","3","Crew, Overhead","Prescribed/Fuels Treatment;","Line;","Other;","Communications;","","","Radio system reliability at Land Between The Lakes National Recreation Area has been marginal since the spring due to migration to a mix of Datron, Midland, King, and other portable and mobile radios. Significant, new gaps exist in repeater coverage. In addition a new, daily static interference is now occurring in the morning and evening. This interference occurred during the Buffalo Trail prescribed fire on 8-9/Nov/2009. During this interence firefighters were unable to communicate with overhead even on talkabout frequencies for extended periods of time. Two priority 1 tickets have been submitted to the ISO for resolution, but the ISO has not responded almost a week later. The fire organization here has become acustomed to having no repeater coverage. We simply can't do without our talkabout frequencies. If coverage and interference issues continue LCES cannot be maintained and firefighter safety is in jeopardy.","I have asked for resolution repeatedly.","11/13/2009 00:00"
"25324","7X8RJMSAFE","2","10/27/2009 14:30"," ","BOWLEGS LOW COMPLEXITY PILE BURN","","FL","BIA","Seminole Agency","Burn Boss","Conducting Prescribed Burn","5","1 Type 6 Engine, Loader, Trac Hoe","Prescribed/Fuels Treatment;","Support;","Other;","Human Factors;","Risk Assessment;","non carded personel assisting on prescribed burn with no PPE","arrived on scene to check on burning operation conducted by tribal employees. at scene witnessed a trac hoe picking up burning logs from a larger pile and restacking to a smaller pile. I contacted the burn boss by cell and advised if the trac hoe operator was carded, the burn boss advised that he could not break piles up with the loader he was operating and needed the trac hoe,","I advised him that he needed to have the trac hoe stack logs before the fire is ignighted and he also needed to have PPEs,not to also mention carded for fire activities. After this the trac hoe operator moved equipment up wind of burning piles to stack other logs.","10/27/2009 00:00"
"25323","7X82NBSAFE","2","10/26/2009 18:00"," ","YOUNG FIRE","CO-ARF-9575","CO","USFS","CLRD","Asst. Center Manager","Initial Attack Dispatch","5","1 Squad","Wildland;","Line;","Initial Attack;","Communications;","","","While working the initial attack desk with resources responding to a fire I lost radio contact with the crew. They contacted me to say they were on scene and then there was radio static. The static persisted for @ 30 minutes and I was unable to talk to any fire resources. When other resources transmit it sounded like they were walking on another radio and transmission was unreadable. This is not the first time this has happened. We have had radio problems of different severity with this repeater all summer. My concern is having resources respond to and fight a wildfire with unreliable communications with dispatch.If they needed to communicate to me an emergency situation of any type, I would not have been able to hear.","I tried to use the backup radio and either noone heard me or just did not respond. I communicated to the field the problem I was having. I tried a variety of other frequecies that we or our cooperators use with no success. Until the problem stopped itself, there was nothing I could do.","10/26/2009 00:00"
"25321","7X3V7RSAFE","2","10/22/2009 11:15"," ","PILE BURNING","","CA","USFS","51","Firefighter","Lighting Hand Piles","3","6 Crewmembers","Prescribed/Fuels Treatment;","Support;","Non-incident;","Human Factors;","Situational Awareness;","","An employee was taking two empty drip torches to get refilled while burning with a third driptorch. The employee had the two empty driptorches with the wicks facing backwards in his right hand, fuel had spilled onto his right pantleg without their knowledge and while walking past open flame ignited the right pantleg.","The employee had Yelled for help, as another emloyee had seen the flame on his right pantleg. Other employees had helped the injury subject to the ground and smothered the flame on the right pant leg. The injury subject had his boots and pants removed, first aid administerd using sterile burn sheet and was helped to a vehicle where the subject was transported to Hospital. Corective actions was conducted once everyone had returned to base, One mission at a time while conducting lighting operations,( ie. not lighting while enroute to fill other driptorches) proper handling of drip torches as well as keeping up on situational awareness.","10/22/2009 00:00"
"25322","7X67YHSAFE","2","10/16/2009 10:00"," ","DRIVING","","CA","USFS","LPF-ORD","Enop","Engine Ops.","5","Type 3 Engine","All Hazard;Training;","Transport to/from;Readiness/Preparedness;","Non-incident;","Human Factors;","Decision Making;Leadership;Performance;Situational Awareness;","Inexperience","This incident occurred on the morning of 10/16/2009 at approx. 1000 hours. Leading up to this incident with the operator discussed below is another SAFENET related to this driver SAFENET ID# 7T75RMSAFE. Leading up to the incident the engine bay door control had been broken. A work order was sent out to a local company for the door’s repair later this day. The operator opened the engine bay door by the manual control. While performing the morning checks on the engine the operator, also the AFEO for this engine, pulled the engine out of the bay. Failing to ensure that the broken door was fully opened, he proceeded to pull the engine out of the bay onto the pavement in front of the station. During this time he drove into the bottom panel of the steel door and caused damage to the door. Thus, damage was done to government property. The aforementioned door needs to be replaced, as does the second engine bay door to ensure conformity to the look of the front of the station. The engine boss who was the normal engine boss did not know the proper procedures for filling out a damage report, nor did he have knowledge of the proper forms to fill out. To this day there has been no corrective action taken. The incident has simply been “swept under the rug”. This incident is one of many that have occurred due to the inexperience of the AFEO. Surely, it will not be the last unless some kind of corrective action is taken.","The above individual mentioned in this SAFENET has had ZERO corrective action taken. This incident has just been “swept under the rug”. This is a serious infraction that needs to be addressed due to the pattern of incidents as well as previous SAFENET’S and safety concerns that have been brought up through the chain of command and not addressed nor taken seriously.","10/24/2009 00:00"
"25315","7WQQM4SAFE","2","10/11/2009 09:00"," ","HEBO RADIO PROBLEMS","OR-SUF-000081","OR","USFS","Siuslaw NF","Dispatcher","","5","Aircraft / Overhead","All Hazard;","Support;","Non-incident;","Communications;","Performance;","","We found out that the phone lines to the Hebo Ranger station were down - This means that the main radio repeater is down and we do NOT have contact with the field. To add to this situation today we have a helicopter operation that we are monitoring on the district.

Wd do have a second repeater on the district that we can monitor most of the traffic on but most of the folks are unable to hear us clearly if at all over this repeater. We do have contact with the helicopter operation - but it is VERY week coming in here and would be hard to hear (if we could at all) if there as other traffic on the radio.

The other problem with this is that there are several camp hosts that this is their only communication should they have any problems.

This is an ongoing problem and seems to happen almost monthly. I did learn that it apparently started about 1945 on 10-10-2009 with a brief power outage.","","10/11/2009 00:00"
