"ID", "SAFENET ID", "Iteration", "Event Start Date", "Event Stop Date", "Incident Name", "Incident Number", "Event State", "Event Jurisdiction", "Event Local Unit", "Event Position Title", "Event Task", "Event Management Level", "Event Resources", "Event Incident Type", "Event Incident Activity", "Event Incident Stage", "Contributing Factors", "Human Factors", "Other Factors", "Narrative", "Immediate Action Taken", "SAFENET Create Date"
"24443","5UDMPDSAFE","2","12/19/2003 11:00"," ","EAST ZONE","","MN","USFS","Superior NF","Engine Boss","Daily Duties","5","Entire Zone","Prescribed/Fuels Treatment;Training;Fuel Treatment;Work Capacity Test;All Risk;Wildland Fire Use;","Line;Support;Transport to/from;Readiness/Preparedness;","Non-incident;Other;","Communications;","","","Two of our three repeaters on the East Zone of the Superior have not been operational since October 2003.  It is now December 2003.  This affects everyone working on the zone, not just fire.  I have personally talked to the forest dispatcher and the forest radio tech and nothing has been done.  If something were to happen to someone in the field they would not be able to call for help.","Only 20% of our radio techs time is for our forest.  We should have a fully funded radio tech or be able to go directly to contractors to get radio equipment functioning properly.    I have tried to get our radio tech and forest dispatcher to fix this problem.","12/19/2003 00:00"
"24442","5U5UE3SAFE","2","11/04/2003 00:00"," ","OLD","CA-BDF-010329","CA","USFS","San Bernardino NF","Bia Agency Representative","Demob","1","5 Type 2 Crews","Wildland;","Transport to/from;","Demobe;","Communications;Human Factors;","Decision Making;","Work Rest guidelines","The following incident involved Type 2 crews ordered for the Old Fire, Incident No. CA-BDF-010329, Support #358.  The following crews are sponsored by the BIA, Fort Apache Agency, in Whiteriver, AZ.

On November 4, 2004, the Fort Apache Agency had one Type 2 crew return to Whiteriver, AZ at 0325 hours.  On November 5, 2004, the Fort Apache Agency had four Type 2 crews return to Whiteriver, AZ at 0411 hours.  

The Fort Apache Agency’s warehouse foreman and dispatcher stated that the bus drivers transporting this group of firefighters from Phoenix, AZ showed visible fatigue characteristics.  Fort Apache Agency stated that their personnel were told that the above crews would arrive prior to 10 PM each evening.  The crews were delayed for several hours upon their arrival into Phoenix, AZ.  However, these crews were not lodged in Phoenix, AZ even though they arrived into Phoenix, AZ after 10 PM.  The Fort Apache Agency staff ends up working more than 16 hours because of these delays.  Personnel at Fort Apache Agency are woken at 3 AM in order to properly check-in their Type 2 crews.  These early arrival time periods require families, relatives, etc. to arrive and pick-up their family members during these early time periods.  The likelihood for a vehicle accident to occur is increased due to their driving during these early morning periods.  The Fort Apache Agency has several crewmembers that live at least 50+ miles from Whiteriver, AZ.","These crews needed to arrive at their home unit base prior to 2200 hours or have them RON at a designated staging area and/or motel.  If aircraft delays are anticipated, demob of resources should proceed the following day to allow resources sufficient time to arrive at their destination prior to 10 PM and after 6 AM.  Staging Centers or Mob Centers need to RON crews that arrive at jet airports late and will not allow crews to arrive at their home bases before 10 PM.    I am trying to resolve this problem by filing this SAFENET action.  Upon reviewing and updating our SWA Mob Guide, I will suggest to the SWA Coordinating Group that demobing of resources not allow for crews to arrive at their home units after 10 PM and before 6 AM.","12/11/2003 00:00"
"24408","5T2LFESAFE","2","11/03/2003 10:15"," ","JUNCTION TOWER/MM","","MO","USFS","","Zone 1 Dispatcher","Dispatch, Initial Attack","4","Dispatcher, Firefighters, Dozer Op/Boss, Leo","Wildland;","Line;Support;","Initial Attack;","Communications;","","","On 11/3/03, at approximately 1015, one of the field employees called Salem Dispatch to report a smoke.  His transmission did not come through the Midland radio.  I had Catalyst on but it was not transmitting or receiving.  It had been down since the previous week due to servers being changed.  I had reported this the previous week and had checked the Catalyst system that morning when I logged on my computer.  The front desk called my telephone to see if I had heard the call on the radio.  At that time, they reported it was a wildfire, gave the location of it and approximate acres.  I heard this from the front desk telephone conversation.  This transmission still did not come through my radio (Midland).  I tried calling two of our employees several times, they were not hearing me but the front desk could.  I went next door on that radio & gained radio communication.  After I got the necessary information & started dispatching resources, I came back over to the dispatch office & turned the Midland off/on and then tried calling the field.  At that time, they did hear me.  The radio communications continued to be marginal during this fire and the one following it.  Both of these fires were a short distance from the Salem Office (approximately 10 miles).  I feel the radio communication needs improvement.  At this time, I cannot hit all the repeaters for this zone on Catalyst, which is definitely a safety issue.  We have had the Catalyst radio system for about a year and there have been ongoing problems with it.  Some of the problems have been solved but there are still problems that need to be addressed.  We have passed these problems on to the next level several times.","Have a Catalyst Representative do some troubleshooting on the system for our District and Forest to fix these problems.  Have a backup radio system that is dependable.  We may need to put up a different antennae or connect to the existing tower antennae at the Salem Office.    We have reported these problems and have had people down to check the system but so far no solutions to the problems.  This is also a problem on the other Zones and they have reported it as well.","11/06/2003 00:00"
"27426","5T2JC7SAFE","2","11/03/2003 10:00"," ","N/A","","MO","USFS","","Afmo","Dispatch Operations, Lnitial Attack","4","Dozer Crew, Firefighters, Dispatcher","Wildland;","Line;Support;","Initial Attack;","Communications;","","","Over the course of the past year our forest has changed over to the 'Catalyst' radio system.  The quality of the radio transmission has been poor and unreadable at times and there are times when repeaters on our Fire Management Zone are not accessible through this system.  Within the last month, we have changed buildings and moved the backup base station radio (Midland) to our new building.  This system is not working properly either and on 11/03/03, during initial attack of two fires on our district, the quality of the backup system was such that we could not understand the dispatcher nor could she receive our transmissions.  'Catalyst' was not available on this date because of problems with the server.  The concern is that these fires were within 10 miles of the dispatch office and we were not able to receive instructions or transmit messages to our dispatcher.  The Fire Management Zone that this dispatch office is covering constitutes a wide geographic area with multiple repeaters.  Major safety concerns are evident when communications are poor.  We now have two unreliable radio systems, one that is dependent on a server that is not always available or operational.  At this time the secondary backup system is incapable of reaching all the repeaters on the zone we serve.

My emphasis in filing a SAFENET is to hopefully resolve this situation as quickly and efficiently as possible so we can resume safe operations.","Possible solutions may be: Have a representative from 'Catalyst' visit our site and troubleshoot our problems until the system is working correctly.

Provide a sufficient backup system, which may require installing a new antennae or connecting to an existing tower antennae at our site.    Many attempts have been made to fix our problems, by technicians and contractors, but none have been successful.","11/06/2003 00:00"
"24410","5T3VACSAFE","2","11/03/2003 00:00"," ","PARIDICE FIRE","","CA","Unknown","","Bia Agency Rep.","","4","","Wildland;","Support;","Extended Attack;","Communications;","Situational Awareness;","","A BIA regional employee was assigned to a Fire in Southern California.  The employee's fire physical results indicate that participation as a firefighter in a position rated by NWCG as arduous is prohibited.  This employee should not be assigned to any fires until the disability is corrected.","","11/07/2003 00:00"
"24440","5TGQ4XSAFE","2","11/03/2003 00:00"," ","FIRE REFRESHER TRAINING","","OK","USFS","","Firefighter","Training","4","Crew","Training;","Readiness/Preparedness;","Other;","Human Factors;","Performance;","ATTITUDE","QUANTITY NOT QUALITY.

POOR REFRESHER TRAINING.

NOT ALL SUBJECTS WERE COVERED.

LETS JUST GET THESE PEOPLE THRU ANOTHER REFRESHER TRAINING ATTITUDE.

WE JUST NEED THE NUMBERS ATTITUDE.","","11/20/2003 00:00"
"24411","5TB565SAFE","2","11/01/2003 00:00"," ","ALL - SOUTHERN CALIFORNIA FIRES","","CA","USFS","BDF, CNF, LPF","Federal Agency Adfmo","Fire Suppression Preparedness And Response","1","All","Wildland;All Risk;","Line;Support;Transport to/from;Readiness/Preparedness;","Initial Attack;Extended Attack;Mop Up;Demobe;Non-incident;Other;Transition;","Fire Behavior;Communications;Equipment;Environmental;Human Factors;Other;","Decision Making;Leadership;Risk Assessment;Fatigue;Performance;Situational Awareness;","Factors relating to 'real world' implementation of the 30 Mile Abatements","A complete review of the Southern California wildfires should be completed by an interdisciplinary team of firefighters, crew supervisors, managers, and agency administrators.  There are some really valuable lessons to be learned.","Complete an interdisciplinary comprehensive study of the initial attack through the control of the Southern California wildfires.    After a comprehensive study, implement 'real world' changes that would affect firefighter safety and productivity in the 'wildland interface - intermix' fires of the future.

Leave political and social considerations out of the study and decisions processes.","11/14/2003 00:00"
"27425","5SXT5JSAFE","2","10/29/2003 15:30"," ","CHERRY CREEK 2 FIRE","P4AXP2","UT","USFS","UIF","Crew Boss","Line Construction And Burnout","3","Crew And Equipment","Wildland;","Line;","Extended Attack;","Fire Behavior;Communications;Human Factors;","Decision Making;Leadership;Risk Assessment;Fatigue;Situational Awareness;","","1030 – Type 2 Interagency hand crew arrives at ICP and receives instructions to report to Division B above DP5.  IC informs crew to keep a heads up in this fuel type (grass, oak brush) and that fire had made major run the day before.

1130 – Type 2 Interagency hand crew starts up Granger Creek Road to DP5.  Fire is backing down numerous drainages on the west side of the canyon.  Fire is burning in oak brush leaf litter.  AA reports winds at 10000 ft at 78 knots and expected to increase.  DIVS B requests crew to follow road past DP5 and tie in with him where dozer is working at top of canyon.

1200 – Left crew at DP5 because of poor egress with fire backing towards canyon bottom.  Take command rig up canyon.  See dozer working on other side of canyon with backing fire making short runs toward him. Dozer having to move slowly because of side hill.  AA shuts down aircraft because of high winds.  Adjoining division pulls personnel off fire line.  Declined assignment to work behind dozer because of unanchored fire below.  Informed Engine (functioning as lookout for DOZB and DIVS) of finger of fire backing down to canyon bottom below them.  ENGB said he was aware of finger.  Went back to DP5.  No briefing to this point.

1210 – Back at DP5

1300 – Wind calmed down.  Took CRWB (t) and DIVS qualified crewmember back up road to meet with DIVS.  Received briefing.  DIVS informed me they had been working until 0300 that morning chasing the fire around.  Engine crew reported that finger should be lined to check fire spread until road burnout could be conducted.  Got new assignment to line finger with engine crew.  Crew works lining finger with CRWB functioning as lookout up on road.  DIVS and DOZB started to burnout road above us at top of canyon.  Road contours canyon at midslope on north side.

1430 – DOZB reports spots across road.  DIVS asks for engine to come back up road and catch spots. Engine crew hikes out and responds to spot fires and reports that they had them under control.  DIVS asks for 2 squads from Type 2 Interagency crew to come up to road and assist with burnout.

1440 – Two squads tie in with CRWB.  Large slop over on road reported by engine crew and that they are taking action.  DIVS requests the squads to come up road and assist.

1450 – Two squads begin line construction on slop over.  Good safety zone back down on road.  CRWB reports to DIVS that slop over is 10+ acres and spreading rapidly.  CRWB decides to bag idea of line construction and regroup back at road.  CRWB and ENGB decide to start burning road to improve safety zone.  DIVS gets dozer back up to spot and begins line construction.

1515 – Fire jumps road below 2 squads and engine, and starts moving upslope towards safety zone and dozer.  Squads in safety zone.  DIVS, AA(not sure what time they came back on scene), CRWB, and k-max attempt to contact DOZB on radio-no contact.

1525 – DOZB contacts AA and tells him he is retreating and can see fire below him.  AA directs him back down dozer line.  CRWB waiting at road-dozer line intersection.  Flames within 20 ft of dozer line when CRWB witnesses  DOZB running in front of dozer on way back down line towards the road.  Fire crosses dozer line 5 seconds after DOZB and dozer get through.  DOZB, CRWB and dozer head back to safety zone.  Fire burns around safety zone.","Stick to the 10 and 18.

Make sure you've got enough resources to do the job.  If not, back off and come up with another plan.

As fireline supervisors, make sure you look at the whole picture, be ready to change your plan as conditions change.

BE FLEXIBLE!!

Adhere to work rest guidelines    An AAR was conducted with the Type 2 Interagency hand crew.  Some of the things that were identified are:

Maintaining good communication with crew, supervisor, and adjoining forces.

Not getting bogged down with the initial plan, being flexible, changing plan as conditions change.

Maintaining control at all times, understanding the 'human factor'.

Anyone can decline an assignment they feel is not safe.

A formal debriefing with the DIVS, Engine, DOZB, and hand crew did not happen.","11/03/2003 00:00"
"24409","5T3KT8SAFE","2","10/28/2003 22:00"," ","OLD","CA-SBF-","CA","USFS","SBF","Engine, Type V","Holding For Backfire","1","Multiple Engines, Crews, And Overhead","Wildland;","Line;","Extended Attack;","Human Factors;","Decision Making;Leadership;Risk Assessment;Fatigue;Performance;Situational Awareness;","","On October 28th, 2003 at 1000, a BLM engine reported for duty to the Old Fire on the San Bernardino National Forest.  The Engine was placed in a staging area and within 15 mobilized to a division assignment located on HWY 18, east of Rim of the World High School.  At the time of this assignment, the crew had not received a briefing, shift plan, or other information concerning their assignment.  They were totally unaware of the strategy and tactics being implemented on this fire, what their assignment was, who their supervisor was and how to contact that person.

The engine 'fell in line' with a group of engines that appeared to be assigned to holding for a major backfire operation along HWY 18.  This backfiring operation was already in progress when the engine arrived.

By 1200, the backfire had begun to compromise the highway when a crown fire in mature pine crossed in front of the engine.  Crews and engines were mobilized to contain this slop over.

Around 1300, backfiring operations resumed.  The engine continued to work until 0300 on October 29th when the backfiring operation ultimately failed.  During the time they were assigned, communications, chain of command, and clear instructions concerning the assignment were never provided.

At 0300, the engine was moved to a safety zone.  At 0530, the engine was remobilized to staging area closer to the aforementioned backfiring operation.  At 1000, the engine was released from staging back to camp, where they attempted to check-in, since they were directly assigned to the fire upon arrival.

Confusion occurred between the fire and the local district as to where the engine was supposed to report. After several hours, the engine was assigned to the local district for IA.  They finally went off the clock at 1500, although that was not the direction of the Forest.  The Engine Boss unilaterally decided to go off the clock.  No meals or lodging were provided by the government.

The following safety violations occurred.

1) Engine was never briefed on assignments, strategies, tactics, fire behavior, fire weather, or any other incident information.

2) Communications with the supervisor were never established and the supervisor was never identified.

3) The number of engines, tenders, emergency vehicles and media traffic along HWY 18 compromised the engines only escape route back to the safety zone.  Observed and predicted fire behavior indicated that there was a high potential for entrapment along that road.  If this had occurred, incident resources would have been stranded in a traffic quagmire.

4) Safety zone was too small to accommodate the number of vehicles and personnel assigned, should they have had to use it.

5) Engine crews were assigned to a 33-hour shift.  This fire was clearly not in the initial attack phase.  Shift length guidelines were not adhered to.","It is painfully clear to me, as the supervisor of this engine crew, that incident management on this fire was completely focused on this backfire operation as a last ditch effort to save a large residential area.  In their zeal to accomplish this mission, they were willing to violate at least 3 of the 4 LCES standards, and a majority of the 10 Standard Fire Orders. Nearly all the watch-out situations were apparent on scene and many of the recent Thirtymile action items were totally ignored.

Based on personal experience, and after lengthy discussions with others who have experienced fires in southern California, the general feeling is 'well that's how they do it out there'.

Therefore, if that's how they do it out there, my corrective action is to not send any more of my personnel into that situation.

The problems exhibited in this situation appear to be widespread and accepted by the agencies involved.

I would recommend that this fire be reviewed.  I suspect that review will reveal an attitude, which appears to me to place the value of residential areas above the safety of the fire fighters.","11/07/2003 00:00"
"27422","5SCJFQSAFE","2","10/08/2003 15:00"," ","RABBIT CREEK","AV7X","WY","Other","Platte County WY-PLX","Firefighter","Burnouts, Line Holding","3","Crews, Engines,Overhead","Wildland;","Line;","Initial Attack;","Fire Behavior;Communications;Human Factors;","Decision Making;Leadership;Risk Assessment;Situational Awareness;","","Our engine was assigned to this fire in cooperation with state and local resources. The following safety concerns were observed.

1. There was a definite lack of a command structure; I.C., chain of command, etc.

2. There was no list of resources on scene, or location of the same.

3. There were no established radio frequencies, or knowledge of those being used by interacting resources.

4. Mutually exclusive or opposed tactics were in use by different resources.

5. Majority of resources on scene were unschooled on tactics, and pump use (their own).

6. In the two days we worked this fire, briefings were non-existent.

7. Extreme fire behavior and wind events were common, but unmonitored.

8. There was a common lack of PPE.

9. There was no LCES implementation on the part of the overhead.

The results of the combination of the above activity was a near burn over hand crews working this fire. Crews were working inside the established dozer line in an attempt to cut off an unburned corner. Dozer line had been punched in from either end, and the crews were attempting to connect the ends with hand line (approximately 1 1/2 miles). To begin with, hand line was not an effective measure against this fire. Wind, and the fact that it was largely running in the crowns, negated the effect. Our engine was on the windward side, and we observed the fire making a significant run, backed by substantial wind in the direction of the working crews. Overhead, such as we knew it, was notified; but took almost fourteen minutes to find a method and/or frequency to notify the endangered crews. They ended up having to burn out around their vehicles, and retreating to some dirty black that had good potential for reburn.","Fire education    Our engine attempted to contact the crews directly. When this proved to be impossible due to the aforementioned reasons, overhead was notified.

On numerous occasions we attempted to discuss the implementation of tactics. We asked about briefings, and were told about meals. In addition, one was never sure of whether one was talking to somebody that was actually in charge or not.","10/15/2003 00:00"
