"ID", "SAFENET ID", "Iteration", "Event Start Date", "Event Stop Date", "Incident Name", "Incident Number", "Event State", "Event Jurisdiction", "Event Local Unit", "Event Position Title", "Event Task", "Event Management Level", "Event Resources", "Event Incident Type", "Event Incident Activity", "Event Incident Stage", "Contributing Factors", "Human Factors", "Other Factors", "Narrative", "Immediate Action Taken", "SAFENET Create Date"
"24917","6WDS4WSAFE","2","11/14/2006 00:00"," ","NA","NA","AZ","USFS","Clifton R.D.","Crew Foreman","Daily Duties, Rx Fire","4","All District Personell","Wildland;Prescribed/Fuels Treatment;Fuel Treatment;","Support;Transport to/from;Readiness/Preparedness;","Non-incident;Other;","Communications;Equipment;Other;","Decision Making;Situational Awareness;","Failures in automated systems","On 10/24/2006 we (Clifton Fire Mngt.) reported to EUSC that our base radio at the district office was not operational. We were given a ticket number. Immediately after I called our forest radio tech. and told him what was going on. The radio tech. said he knew what the problem was and that he would schedule a time soon to come fix the problem. Within a few days we received and automated message saying that the ticket had been closed. The radios were still not operational so we called EUSC to reopen the ticket. EUSC said that the ticket was not closed and that the message we received did not mean that the ticket was closed.

On 11/14/2006 I submitted another ticket with EUSC over the phone in regards to one of our forest radio repeaters not working. The repeater is called Mitchell Peak repeater. Again within a few days I received an automated message saying that this ticket had been closed. Under the assumption EUSC told me from my last ticket I assumed that the radio tech. had been notified and I did not call to question why the ticket had been closed. A week or so went by without anyone contacting us about fixing the repeater. I called EUSC to check on the status of the ticket. EUSC told me no action had been taken. I asked them to elevate the ticket to the next level so that it would be taken care of in a timely manner. I was told that it was elevated.

ON 12/08/2006 we received a call from our dispatch concerning radio problems and some confusion with tickets from EUSC. Some confusion with the number of tickets and who placed them was resolved between us. No one at dispatch or the radio shop had received the ticket stating that Mitchell Peak repeater was not working. I gave the radio tech. the ticket number and he looked it up. He said the ticket had been closed, but not by him. He said that this was one of the problems he had been experiencing with EUSC due to an automated process that apparently closes the ticket before it is sent to him.

For the past few months our forest radio system has not been and is still not completely operational to communicate with the dispatch office. Our only way of tracking district personnel in the field is through the radio at the district office. During this time personnel from the district continue to work in the field on a daily basis. This includes prescribed fire activities, trail crew work, range management, biological assessments, recreation site maintenance, thinning operations, and fire prevention. The Clifton RD is fairly remote with areas of highway that may not have people driving through for hours, with trails and other areas which may not see another person for days or even weeks. Mitchell Peak repeater provides radio coverage for a large section of the district with no other way of communication. This is a safety issue to personnel in the field with no other way of communication if an emergency situation should occur.","Having to report problems to EUSC adds extra time and creates a communication gap between the person having the problem and the people who can fix the problem. We should be able to directly contact the radio tech ourselves to eliminate an error chain that comes with involving someone (EUSC) not directly involved with solving the problem. If EUSC is a way of tracking issues then it is not working if tickets are being closed for unexplained reasons. I have been told in the past that we are not allowed to call the radio tech directly, that we have to let the EUSC system work. From the example above the system does not work properly. The EUSC has worked some of the time in the past but not always. I have always had to call the radio tech after submitting a ticket to get a timely resolution. By people calling the radio techs directly we have been making a failed system work. I see no benefit from a safety standpoint by having EUSC complicate the process that only delays action between the radio tech and the field. LCES is the basis in all that we do whether it is fire related or not. Communication failures are the number one contributor in all situations gone bad. This miscommunication between EUSC and the radio techs is a failure that could have lead to a negative outcome had an incident occurred.","12/11/2006 00:00"
"24915","6V6JQ2SAFE","2","11/01/2006 19:20"," ","CHAIN OF CRATERS","","NM","BLM","ABD","Ignition Specialist","Driving","2","Crew","Prescribed/Fuels Treatment;","Transport to/from;","Non-incident;","Other;","","Vehical performance.","While traveling back to the office pulling trailers both of our new FORD model F150 trucks hit similar bumps and began shaking violently. The shaking made it difficult to maintain our lane and almost landed us in the ditch. This is the second or third such near incident.","Communicate the problems with Ford and see if there is a pending recall. Or research a possible suspension change to alleviate the issues.    None, this is mechanical problem.","11/02/2006 00:00"
"24913","6UNK2XSAFE","2","10/13/2006 12:00"," ","ROLL OVER","","UT","BLM","","Assistant Engine Mod Leader","Heavy Trailer Haul","5","1 Truck With Trailer","Fuel Treatment;","Transport to/from;","Non-incident;","Communications;Equipment;Environmental;Human Factors;","Decision Making;Leadership;Risk Assessment;Situational Awareness;","","On Friday the 13th of October a rollover involving a 1 ton pickup truck and trailer occurred on Interstate 70 approximately 50 miles West of Green River. No fatalities or serious injuries occurred.

A heavy load was being towed from Moab to Ephraim when the accident occurred.

Upon receiving the load (approx. 11500lbs (trailer included)) in Moab on Monday morning, there was a last minute change of the truck to be used to haul the load. Connections from the trailer to the truck were checked and thought to be functioning properly.

During the first hour and a half there were no issues or warnings that there might be a problem. 45 minutes into the trip a stop was made to ensure the load was riding properly.

At approximately 11:50 a down grade was started and an irregular section of the road surface was encountered.

Traveling at approximately 65 mph the truck and trailer drove over a section of pavement that was sunken and uneven. The swale in the road surface caused the trailer to start a wobble back and forth that became uncontrollable. A controlled slow down was attempted but a jack knife occurred causing both truck and trailer to slide and eventually roll over.

One message to get out is to ensure that the safety features are working properly. The trailer lights and attachments were tested and were thought to be functioning properly. Due to the inability of the driver to slow down and correct the fishtailing, it is thought that the trailer brakes were not functioning properly if at all when the accident occurred. Make no assumptions even if the trailer set up has been used on previous and recent trips. The driver/operator carries most of the responsibility.

Communication is also an issue here. It has come to light that previous users of the truck and trailer had encountered problems with the trailer braking system but that information did not get forwarded to the driver/operator that day.

Training in the transportation of towed loads to personnel should be considered wherever possible. Operator of vehicle was accustomed to driving heavy vehicles but not towing heavy loads.","Hauler/operator to make sure safety features are working (i.e. Trailer brakes).

Communicate possible safety concerns and ensure the information gets to the right people.

Train personnel in hauling/towing heavy loads.","10/17/2006 00:00"
"24910","6UGNXKSAFE","2","10/06/2006 16:10"," ","BRIDGER VALLEY RX","TC15","WY","BLM","RSD","Supervisory Range Tech","Burn Boss 3","3","Crew Members","Prescribed/Fuels Treatment;","Support;","Other;","Equipment;","","","On the Bridger Valley I was using a fuel pump. On the Salt Wells RX the same fuel pump was being used by the FMO and another individual when the fuel nozzle on the pump failed to shut off. The nozzle was unsafe to use since it would not shut off. I ended up using the nozzle on the Bridger Valley RX and the nozzle would not shut off which resulted in a fire. The information was not told to me or anyone else that could have used the piece of equipment. The equipment should have been replaced and people should have been told that it was broken. Instead the equipment was not fixed properly, replaced, and no one was told that the other individuals had problems with the nozzle on that pump.","The nozzle should have been taken out of use and replaced with a nozzle that worked properly.    I talked to the FMO and told him that if he would have told us that the piece of equipment was broken the accident that resulted from that piece of equipment would not have happened. The information needs to be passed on to anyone that would have used said piece of equipment.","10/11/2006 00:00"
"24908","6U67PGSAFE","2","09/24/2006 00:00"," ","DAY","2023","CA","USFS","LPF","Engine Boss","Holding","1","All Divison Resources","Wildland;","Line;","Extended Attack;","Communications;","Performance;Situational Awareness;","","During the day operational period and the night operational period, communications with ground resources and Division where minimal to none at all, except when a firing show was going on. During the day shift, hotshot crews were briefed by the Division on the assignment and what was needed. After that briefing, Division was unable to be raised on the air all day on tac or command by any of the crews working for him. Every crew tried numerous times each hour and had no success. After shift they were still unable to raise him on the radio. The next contact they had from him was at the next operational briefing in the morning. Next with the night division, he would not answer his radio when there was the emergency with the engine accident that happened on his division. He was called numerous times on command and tac before other means were taken to relay the information of what was going on, and luckily no one was injured and required medical treatment. During the whole time of the accident, you could hear the division talking about the burnout operation and how it needed to get started, but completely ignoring the traffic about the accident.","Listen to the radio and answer it when they are called.    Tried to talk with the division supervisors and they just looked at me like I was just a firefighter that knew nothing. They had no respect to what anyone was saying from, hotshot sups, engine captains, dozer bosses, strike team leaders, etc.","09/30/2006 00:00"
"24907","6U67E6SAFE","2","09/23/2006 23:00"," ","DAY FIRE","LPF 2023","CA","USFS","LPF","Engine Boss","Watch Fire","1","Night Operations","Wildland;","Line;","Transition;","Fire Behavior;Communications;Human Factors;Other;","Decision Making;Situational Awareness;","No experience fighting fire in California","While driving into night shift, Division sent resources down to monitor the fire and keep him informed on fire activity and progress. While in route to the assignment, driving in on the road, noticed that there was a lot of fire on the ground next to the road and no main body of fire anywhere. Finally came around on corner on the road and found that Night Operations was doing a firing out operation all by himself and nobody knew about it. Contacted Division about what was going on and he had no idea that Night Operations was even out there and had not been informed on what Night Operations was doing. Night Operations was taking independent actions all by himself and did not inform anyone on what he was doing. The whole time he was firing the road, there where resources driving down to the road towards him, not knowing what was going on.","A full on investigation of the Night Operations and the actions he did. This is just one of many things he was caught doing, that were unsafe and could of/did cause harm and damage to equipment and public property. Independent actions are unsafe and deadly.    By posting a SAFENET on the Night Operations on each safety issue and independent action he took.","09/30/2006 00:00"
"24904","6TYTP9SFIR","2","09/18/2006 20:30"," ","DERBY / JUNGLE","","MT","USFS","Gallatin NF","Hotshot Crew Member","","1","Northern Rockies Imt","Wildland;","Support;","Extended Attack;Mop Up;","Communications;Human Factors;","Decision Making;","","The Communications Unit has cloned our radios and does not want to divulge the new code that they have put in for the ID. In other words, we can't field program our radios without that code. Somebody finally got them to divulge it to our crew and they changed it to 002006. Now that creates a problem because we have had to, twice now, clone our radios on the ground in the field which we are normal y used to doing. We are a Type 1 Hotshot Crew. So I want to make you all aware of that and I hope somebody has to hear about this again because that is absolutely ridiculous. Everybody in the world knows that King radios have IDs of 6 zeros and it should be that way.","","09/18/2006 00:00"
"24912","6UMLUDSFIR","2","09/18/2006 00:00"," ","JUNGLE FIRE","","MT","USFS","","Lead Crew Member For Cherokee Hot Shots","Building Line Division G","2","","Wildland;","Line;","Extended Attack;","Communications;Human Factors;","Decision Making;","","After returning from R&R, the new incident management team cloned our radios, changed the 6 digit password and did not tell anyone. If we had needed to field program our radios we could not. Remember LCES. It's ok to change just tell us.","Tell us when something has been changed. Someone said it was because of Homeland Security. That's ok too, but tell the home land people.","10/16/2006 00:00"
"24900","6TP45DSAFE","2","09/12/2006 03:00"," ","HEAVEN'S GATE COMPLEX","ID-NPF-200618","ID","USFS","","Hlco","","2","Overhead","Wildland;","Line;","Extended Attack;","Fire Behavior;Communications;Human Factors;","Decision Making;Leadership;Risk Assessment;Situational Awareness;","","HEAVEN’S GATE COMPLEX

ID-NPF-200618

Near-miss Entrapment/Burn-Over Report

9/13/06

I was requested as a Helicopter Coordinator (O-157) for the Heaven’s Gate Complex Fire outside of Riggins, ID on 9/5/06. On 9/6/06 I arrived at the fire, checked in at the ICP located at the old CCC Camp 106 location in Riggins, ID. I then proceeded to the HLB located at the Slate Creek airstrip approximately 30 driving miles north of the ICP. Over the next week I performed my duties as Helicopter Coordinator and flew a considerable number of hours over the fire and became very familiar with the topography, fire extension as well as observed fire behavior. A typical day’s work would consist of varied missions including providing aerial supervision for R/W A/C, tasking R/W A/C in direct support of line personnel, de-conflicting flight routes, checking fire spread, monitoring other fires in the complex as well as providing eyes-in-the-sky for ground personnel. During the course of those missions I would be in radio communications w/Line Ops, Div. Supv. as well as various other line personnel and the helibase. Each morning immediately following the 0600 Operational Period briefing I would meet with the Operations Section Chief (usually “Planning Ops”) and receive my priorities for the day. On 9/12/06 my priorities were #1 - Support burn-out in Div. P starting around 1000, # 2 - Monitor fire spread in Div. P & N for fire proximity to and spotting across the 394 Road, # 3 - Monitor for spotting on the South side of the Salmon River onto the Payette NF. The 9/12/06 0600 Operational Period Briefing, Tactical Objectives for the day were to complete the construction of hand line down Van Ridge in Div. P and commence burning operations. It should be noted that the previous day’s (9/11/06) 0600 Operational Period Briefing/Tactical Objectives were to abandon the cat line/hand line on Kelly Peak ridge and shift the majority of the resources over to constructing hand line from DP 19 down the Van Ridge to the Salmon River due to the fact that the fire had crossed the trigger point in Smith Creek and that there was not adequate time to initiate Phase one of a three phase burn out operation along the 394 road and the Kelly Peak ridgeline. There was no mention of any crews or resources being deployed on the Kelly Peak ridge cat line area in the 9/12/06 0600 Operational Period Briefing nor in my conversation w/Line Ops regarding aviation priorities for the day.

On 9/12/06 I was in the process flying the cat line on the Kelly Peak ridgeline checking for fire extension across the cat line. The flying weather that day had been typically marginal with poor visibility due to the inversion trapping the smoke from the fire in the Salmon River Canyon up to and over the 394 road along the rim. It was not until later in the day, sometime in mid afternoon that I was first able to fly over the Kelly Peak cat line on the ridge. The fire had been very active the previous three days gradually working its way west and north up to the rim. While I was flying the cat line from Coffee Can Saddle down the ridge toward the Salmon River (S/W), I observed that the fire had crossed the cat line in several places along the knob immediately to the S/W of Coffee Can Saddle. I immediately called the Div. P Supv. on the radio and informed him. He acknowledged my transmission. I continued to fly on down the line and started to see hose strung out along the cat line. It was difficult to pick up the cat line from the air due to poor visibility from the smoke as well as heavier fuels canopy. The fire was well established and actively burning below the cat line in Robbins Creek, Smith Creek, the upper portions of the three forks of Gasper Creek, above the Sheep Cabin and had extended to the west as far as the eastern ridgeline of Flock Creek. As I proceeded down the cat line I noticed that in several places the fire had actually burned through the hose as it crossed the cat line. I made a mental note to myself that they must have pulled off the line quickly to have abandoned so much hose. On several occasions we lost sight of the cat line and had to swing around to pick it up. It was on one of the attempts to relocate the cat line that I noticed 2 fuel cans along the cat line. I made another mental note and mentioned to the pilot that it would be interesting to be around when the fuel cans “went off.” As we continued down the line and got into the more heavily timbered section of line, I noticed that some hose had been collected and bunched along side of the cat line. I noted that it appeared that they were in the process of collecting and “yarding up” the hose when they decided to abandon the line. Almost immediately I spotted something moving on the cat line under the canopy. We immediately circled around and discovered a lone firefighter, who appeared to be in the process of pulling hose and bunching it up. I immediately called the Div. P Supv. on the radio & asked if he was aware that he still had firefighters on the cat line. He stated that he was not and I recommended that he pull them off the line immediately. He stated he would take care of it. I notified him that we would remain on station until the firefighter was clear of the area. We continued to orbit around the firefighter trying not to loose sight of him in the smoke and down through the canopy. In the process of swinging around to try to keep an eye on the firefighter we noticed a lone red pick up truck parked on a jeep road on the back side (N/W - away from the fire) of the knob that had the cat line on it. The truck was parked on the Jeep Road further down the ridge toward the Salmon River and a little to the N of the intersection of the cat line and the Jeep road. The truck was approximately 1/4 of a mile away from the firefighter. When the firefighter continued to work on dragging hose I attempted to call him on the radio on the Div. P Tac 2 net. I made several calls in the blind “Firefighter collecting hose on the cat line in Div. P please identify.” After several unsuccessful attempts to contact the firefighter on Tac 2, I received a call 'firefighter, HLCO on A/G.' It was the firefighter and he asked me if the fire had crossed the line above him and I stated yes and I asked if he had gotten the word to depart the area. He stated that he had. I then asked him if that was his red pick up truck and he stated that it was. We continued to orbit around him and noticed that he went back to pulling hose. I was incredulous. I immediately contacted him and stated “firefighter, HLCO, A/G, loose the hose.' The firefighter stood up and proceeded to depart the area at a more than rapid walk and headed down the hill towards his pick up truck. He got in the truck and commenced rapidly driving out the jeep road to the N/E. We followed the truck from the air until it was clear of the area. I then contacted the Div. P Supv. and notified him that the firefighter was in the clear. I then asked the Div. P Supv. if he had any more people out on the line. He replied that he was 'not sure' or something to that effect. I told him that I was going to continue to fly the line and check. We proceeded to fly the line several times and did not see any additional individuals or vehicles. I flew the line several times and then called the Div. P Supv. I notified him that we had flown the line several times and had not seen anybody on the ground. I then asked if he could confirm that there were no additional people out on the line. He again stated that he was not sure or something to that effect. I then asked him if he felt that a roll call would be necessary. He stated that he would get back to me. We remained in the area and within a few minutes he called me and stated that a roll call would not be necessary. We departed the area.

At the time all this was happening the fire was very active, had a moderate size column built and were experiencing 1/4 mile spotting. The fire had crossed the cat line in several places to the N & E of SOF firefighter’s location. It appeared that the leading edge of the fire at SOF firefighter’s location was considerably less than 1/4 mile. We noticed several smokes between the cat line and the jeep road. It should be noted that at the 9/12/06 0600 briefing the LTAN gave a very detailed FB briefing (see 9/12/06 FBAN Forecast # 19) for the day with the potential for high rates of spread (including editorial comments that predicted rates of spread would exceed human capacity to outrun the fire) as well as long range spotting.

It is worth noting that as a journeyman HLCO I rarely observed lone firefighters. I routinely see lookouts posted on vantage points, most often in pairs a safe distance from the fire. In other words it is unusual to see firefighter working all by themselves in such close proximity to an active flame front. In this instance the firefighter was alone, appeared to be working independently and from my observations and based upon my brief conversations with the firefighter apparently oblivious of his proximity to the leading edge of the fire and that the fire had crossed the cat line and was threatening the Jeep road escape route as well as. Perhaps the most distressing item to note was that the firefighter was a Safety Officer. From my vantage point I felt that the fire’s proximity to SOF firefighter posed a direct and immediate threat to SOF firefighter. I site the South Canyon report as testimony that individuals typically do not recognize that they are in danger until it is too late.

The following is a list of the LCES and 10 & 18 that I observed from the air that appeared to be violated:

LCES:

L - I (HLCO) did not observe nor was aware of any lookouts posted in the area.

C - I (HLCO) Do not know if the FF was in contact with any lookouts

E - The only vehicular escape routes I observed were the cat line on the ridge and the Jeep road to the W. As noted the cat line escape route had been compromised by the fire spread.

S - It should be noted that in the course of flying the cat line over the past several days I observed only one area along the cat line that looked like it might be a safety zone. There were no SZ Icons indicated on any of the IAP maps or pilot maps that I received. Given the predicted FL from the FBAN Forecast # 19 for 9/12/06 predicting FL of between 4-10', the IRPG specifies a minimum of 40' (1/10th acre) which I feel I would have noticed from the air.

10 Standard Firefighting Orders violated:

            #’s 1, 2, 3, 5, 8, 9

18 Watch Out Situations violated:

	#’s 1, 3, 4, 5, 11, 12, 14, 16, 17","Hold Overhead Teams to the same performance and qualifications accoutability standards that the rest of us are held to.    Stand the team down, check their quals send tham back to school !","09/15/2006 00:00"
"24897","6TJR6ESAFE","2","09/09/2006 12:15"," ","JUNGLE FIRE","MT-GNF-000056","MT","USFS","GNF","Communication Unit Leader","Radio Coverage","2","Aircraft, Overhead, Crewmembers","Wildland Fire Use;","Support;","Extended Attack;Other;","Communications;Equipment;","","","Helicopter making bucket drops goes down for a hard landing in a river. Division supervisor was communicating with the aircraft when his Datron handheld (NIFC Cache) suddenly powered off. 20 seconds later it came on again. Later, while managing the incident, the Datron handheld switches off again forcing the Division supervisor to turn the helicopter battery back on so as to have a working radio until other radios showed up.

Turning the battery back on in a downed aircraft, which had already been on fire, placed the DIVS and pilot into a dangerous situation. Losing communications during any incident is intolerable.

Back at ICP, I found that the radios battery pack, though it seemed tight, had a faulty connection. When I 'tweaked' the pack back and forth, the radio switched back on. The DIVS had to borrow a BK to have proper commo on the line.","Having radios that are universally known and used in fire. Bendix-King radios seem to be the most commonly used radios on the line. Issuing these other unfamiliar radios is causing a multitude of communication problems. Let's keep it simple, stay with the same radio.    Found the DIVS a Bendix-King.","09/11/2006 00:00"
