"ID", "SAFENET ID", "Iteration", "Event Start Date", "Event Stop Date", "Incident Name", "Incident Number", "Event State", "Event Jurisdiction", "Event Local Unit", "Event Position Title", "Event Task", "Event Management Level", "Event Resources", "Event Incident Type", "Event Incident Activity", "Event Incident Stage", "Contributing Factors", "Human Factors", "Other Factors", "Narrative", "Immediate Action Taken", "SAFENET Create Date"
"39367","20180418-0001","3","12/21/2017 14:17"," ","San Francisco Base Radio Station","","NM","USFS","Gila National Forest","Dispatch Center Manager","Field Resource Support","4","Overhead, Crews, Modules, Engines, Admin","Wildland;Prescribed/Fuels Treatment;All Hazard;","Support;Transport to/from;","Initial Attack;Extended Attack;Non-incident;","Communications;Equipment;Other;","","Lack of CIO Radio technician staffing and/or coverage on the Gila NF","In December of 2017, the Gila NF went through radio equipment upgrade and re configuring of the existing radio network.  SF Divide was upgraded in December.  Since the upgrade, radio communications has been poor and have continued to remain so especially these last couple of weeks.  Dispatch has had to work around the issue as best as possible through the use of other repeaters, but this work around is limited due to locations of resources in the field and radio coverage. The attached video contains a lookout tower trying to relay daily weather observations through SF Divide.  SF Divide is utilized daily for general fire weather forest delivery at 10:15.  Weather observations are transmitted from lookout towers daily through this site as well.    <br/><br/>During the morning hours everyday, call lights are flashing on dispatch consoles with constant static.  See attached video.<br/><br/>This issue has been known since December and has yet to be remedied.  <br/><br/>This has had an effect on responding resources to wildland fires specifically on SF Divide.<br/><br/>***video did not attached.  available upon request","Dispatchers are often asking resources in the field to repeat traffic over the radio in an effort to try and understand what is being said.  <br/><br/>Other repeaters are used where available due to coverage.  <br/><br/>Local office district personnel call on the telephone to relay information not understood on the radio.","04/24/2018 09:14"
"38927","20171031-0001","3","10/25/2017 17:00","10/26/2017 07:00","Coyote RX","0304","AZ","USFS","Flagstaff RD","Rxb2","Rx Burn Ignition","2","Prescott Crew 2, E-462, E-483, E-486 RXB2 , FIRB #1, FIRB#2, ","Prescribed/Fuels Treatment;","Line;","Other;","Fire Behavior;Communications;Environmental;Human Factors;","Leadership;Fatigue;Situational Awareness;","","Ignition for the Coyote RX began at 1800 the evening of October 25th.  Night ignitions were necessary due to the dry fuel conditions, fuel load and the fact that we were burning an MSO PAC for research and needed to minimize the fire behavior as much as possible for the current conditions.  We had two burn groups working the north end of the proposed burn area; Firing group #1 on the East side and Firing Group #2 on the west side with the plan to bring fire from north to south within the containment lines and a series of drainages that separated the two burn groups.  The fire behavior was very active and we had to adjust burn patterns and techniques a few times in order to lesson the severity within the block.  We also had numerous spots across one of our holding features which slowed progress slightly.  As progress was made from north to south Firing group #1 held up their burn to let firing group #2 tie into their fire  before moving to another section of the burn area.  Additionally a fenceline slowed down some of the interior burners close to the tie in point. As the rest of the burners progressed a horseshoe occurred in the middle that cut off the interior burners separating the burn group into two groups with the horseshoe in between.  As progress was made toward Group #1 fire/tie in point 6 of the burners from Group#2 were cut off from their escape route and they were forced to walk through fire/heat to get out to the road and safety. Burners along the road had brought fire too close to the tie in point and before the burners could get to the road the lines of fire had grown together and created a barrier to the road. The time of this occurrence was around 0230 on the 26th.  At this point all of Firing Group #2 was absorbed into the holding group and Firing Group #1 continued with ignitions for another 2 hours or so.","I was informed of the event around 0430-0500 in the morning after ignitions were complete.  Not much specific information was giving at the time but I was made aware of the issue.  At the time sounded more like the gap was narrow- not a complete barrier.  I asked more specific questions to those involved at the briefing the next evening at 1800 and it became apparent to me that we needed to conduct an AAR.  Due to the timing of these events and the day/night shifts and time off needed the AAR was scheduled for Monday the 30th so that all parties involved would be able to attend (except for Prescott C-2).  A thorough AAR and discussion occurred on Monday the 30th with a lot of discussion and venting.  A few common themes/findings:<br/><br/>1.  Night time burn- things aren't always as they appear at night (i.e. distance, fuel load, etc.) and most of the burners had not walked the unit during daylight hours.  May have been a contributing factor.<br/><br/>2.  Dry fuels/ heavy fuel load was conducive for active fire spread.  Multiple comments were made about the gap left for burners to get out closed much faster that anticipated.<br/><br/>3.  Communication- a lot of individuals said they thought about saying something but didn't. Example- moving too fast, the stagger of burners was off, too many burners, etc.<br/><br/>4.  Condensed time frame due to ADEQ stating we would not have approval for the following night due to smoke in the Verde Valley from the day before- basically telling us to get it all done quickly.<br/><br/>5.  FIRB acting as a burner instead of performing FIRB functions only- could have used him as a scout ahead of the burners to let them know distance/time frame to tie burns in safely.<br/><br/>6.  Cumulative fatigue-  very long fire season straight into RX burning.<br/><br/>7.  Tunnel Vision/task focus- 'just wanted to tie in and move to the next task'","11/02/2017 16:09"
"38851","20171012-0001","3","10/12/2017 16:20"," ","Unsafe vechicle","","CA","BIA","Pacific Regional Office","","","N/A","Ford F550 flat bed truck","Wildland;","Transport to/from;Readiness/Preparedness;","Other;","Human Factors;","Decision Making;Risk Assessment;Performance;Situational Awareness;","","Checked if vehicle was available on google calendar (required to be used) and checked if vehicle book was in its assigned location.  Nothing indicated vehicle was out of service.  Called FMO, Josh Simmons, and he said it was not safe because it needed new brakes.<br/><br/>If a fire emergency happened were there was not tie to check with FMO before responding, a unsafe vehicle could be driven with unsafe brakes.  No way to know vehicle was unsafe to drive by checking in the known locations for information.","Will remove keys and place a warning not to used vehicle when returning to the office.  FMO told me it was unsafe so he is aware of the unsafe conditions.","10/16/2017 15:45"
"39007","20171010-0001","4","10/10/2017 14:39"," ","Atlas Peak Fire","","CA","State","LNU (Vacaville Fire Protection District - CA-VVF)","","Structure Protection","N/A","Crew and Type I Engine (CA-VVF E-264)","Wildland;","Line;","Initial Attack;","Human Factors;Other;","Performance;Situational Awareness;","Lack of NWCG and CICCS qualifications for personnel","Personnel from a Northern California Fire Protection District were assigned to Structure Protection on the Atlas Peak Incident in the Green Valley area of Napa and Solano counties. An engine was assigned to perform Structure Protection and as a result of parking the unit approximately 8-10 feet from a barn, the vehicle sustained moderate flame and heat impingement damage to the driver side of the vehicle. Damage includes cracked driver side windshield and gasket melted, driver side, side window cracked and gasket melted, paint bubbling, emergency lighting melted, marker lights melted, all pump panel gauges and controls melted and unreadable and 1.75' hose melted in the crosslay bed. Structure Protection of the barn appears to have been performed with a 0.75' hard booster line with no WUI Structure Protection lines deployed. It should be noted it does not appear the engine was backed in to perform structure protection which may have played a factor in deciding to leave the vehicle in place and not moving. This was compounded by the fact that many, if not all four (4) crew members do not have any NWCG and/or CICCS Wildland Firefighter Qualifications or Certifications for the positions they held on the Type I Engine for this assignment. It is unknown at this time if the vehicle was removed from the incident and/or if it has even been reported to the Atlas Peak Incident Commander or Safety Officer for the Division assigned. In addition to the lack of Qualifications and Certifications, it is believed this is a result of a lack of situational awareness in the WUI by utilizing a 0.75' booster line for the fire conditions presented.","It has been stressed on several occasions to management, the personnel within Northern California Fire Protection District are lacking the requisite training and qualifications for Wildland Firefighting, Strike Team and Task Force assignments for all levels (positions) on Type I, Type III, Type V and Water Tender assignments. The Northern California Fire Protection District is a Volunteer Fire District with two (2) full time suppression personnel. Training seems to be a low priority and is evidenced by the Volunteer Battalion Chief/Training Officer who is almost always absent from training, has geared a lot of training to web based and is lacking the qualifications/certifications himself for the position he is currently assigned. This was a 'fortunate' event in the sense nobody was seriously injured or killed and only vehicle damage was incurred.","12/19/2017 11:07"
"38727","20170919-0001","3","09/13/2017 14:00"," ","St Lawrence","LC2A","WY","BIA","Wind River Agency","","","4","","Wildland;","Line;Support;","Initial Attack;Extended Attack;","Communications;","","","While the St. Lawrence fire was the catalyst for this SafeCom this issue has been going on for the past two months. Cody Dispatch has experienced multiple issues when transmitting on the Wind Rvier Agency repeaters. The majority of the time it takes dispatchers several times to key up the repeaters in order to transmit information. This delays relaying information and causes concern that if an emergency happened dispatch would not be able to provide immediate help. During the Solar Eclipse this was a major concern that the dispatch center had as communication was very unreliable. Many times dispatch could not contact fire resources on the radio and were not kept in the loop in order to relay information to the duty officer. Cody Dispatch opened a radio ticket on our system as we weren’t sure if it was on our end or not. The Forest Service Radio Technician went through the dispatch system and could not find any issues with our equipment. Cody Dispatch is not experiencing these issues with any of the other federal agencies that are dispatched out of Cody. The FS technician seemed to think that once the Solar Eclipse traffic had left the communications would get better. However that has not been the case. Currently Cody Dispatch cannot transmit on the Signal Hill repeater and the Boysen Peak/Black Mountain repeaters are very intermittent and unreliable. Cody Dispatch cannot maintain the expected level of service to those firefighters out in the field. <br/><br/>This is a major safety concern.  It has been extremely frustrating trying to establish and maintain radio communications with the St Lawrence fire.  This weekend the dispatcher would call Ft. Washakie to get a hold of the fire.  The dispatcher here could hear them try on Black Mtn repeater as well with no luck.  Ft. Washakie would call back with the requested info.  When Ft. Washakie was asked how they were getting a hold of the fire they said they were calling them on tac. This is not a good way to conduct business and the concern is if there were a medical situation or an emerging weather update where time is is of the essence dispatch would need direct contact with the incident.<br/><br/>In discussions with field going personnel they have indicated that they have had a visual of the Boysen and Black Mtn repeater and still could not key it up.","Tickets have been submitted.  In discussions with the local fire management they will be ordering a portable repeater to establish communications with the field until the repeaters get fixed.<br/><br/>Relaying through Ft. Washakie while not ideal is working in the short term.  Often times the field personnel are requested to hike to where there is cell phone coverage to call dispatch for needed information sharing.","09/25/2017 11:26"
"38711","20170921-0001","5","09/10/2017 17:14"," ","Caribou Fire","MT-KNF-000174","MT","USFS","Rexford Ranger District","Safety Officer","Mop Up","2","engine crew","Wildland;","Line;","Mop Up;","Equipment;","","","An engine crew was assigned to mop up in the structure protection division.  Numerous stump holes and ash pits had previously been identified and the IAP had highlighted this concern.  One of the crew members, who was wearing mountaineering style boots rather than logger style, stepped into an ash pit. Due to the design of this style boot, hot materials were able to lodge in the back of the boot and melted some of the padding contributing to more severe burn injuries. It is believed that had the crew member been wearing logger style boots the injury could have been lessened or avoided all together.","The safety concern for ash pits/stump holes was again addressed during the morning briefing.","09/21/2017 09:34"
"38573","20170907-0001","4","09/07/2017 08:00"," ","Rice Ridge","","MT","USFS","","","","1","","Wildland;","Line;Support;Transport to/from;Readiness/Preparedness;","Extended Attack;","Environmental;","Decision Making;Leadership;Risk Assessment;Fatigue;Performance;Situational Awareness;","","The Rice Ridge fire has been burning for some time now and the air quality conditions have been getting worse.  The State of Montana Air Monitoring Data, has had the Seeley Lake hourly air quality listed predominately as HAZARDOUS  since 8/14/17.  And management has taken no steps to ensure firefighters have access to clean, fresh air or instituted any mitigation's to prevent the degradation of our health and well being.  Everybody talks about it being smokey, but zero has been implemented to protect the firefighters and support staff that are working and living in this unhealthy and hazardous environment.  This low oxygen environment, high levels of PM 2.5 and low quality of sleeping conditions, all contribute to people having slow or altered decision making capability's during their days assignments and contribute to individuals getting sick or having breathing or lung aliments.","Management hasn't provided any yet.","09/11/2017 12:02"
"38969","20171025-0001","7","09/03/2017 14:00","09/03/2017 22:00","Railroad","P5LA2M","CA","USFS","CA-SNF","AFEO, Sr Firefighter, and FFT1","Structure Protection/Hose Lay","2","Type 3 Engine","Wildland;","Line;","Extended Attack;","Fire Behavior;Communications;Human Factors;","Decision Making;Leadership;Risk Assessment;Performance;Situational Awareness;","","The events of this narrative focus on what occurred during the afternoon of September 3rd, 2017, while on Division Whiskey of the Railroad Fire, an extended attack wildland fire, on the Sierra National Forest in California, Region 5 of the USFS. Serving as members of a single resource, Type 3 U.S. Forest Service engine, we had been ordered up from our home unit, the Descanso Ranger District of the Cleveland National Forest for the incident on August 30th. We began our first operational shift on August 31st and the events occurred on Sunday, September 3rd, our fourth operational period on this incident. The numerous safety issues we present now in this SAFEnet were addressed on this day with our supervisor/module leader, and in the subsequent days that followed we debriefed as a crew the events that happened.<br/><br/>The primary focus for the first three shifts on Division Whiskey were structure protection and preparation in the Sugar Pine community of residential houses, prepping roads, and some hose lays along dozer and hand lines in support of burning operations. <br/><br/>On the afternoon of the 3rd, we had been prepping some structures along Poplar and Locust roads, when predicted thunderstorms developed over the fire area, and an Incident Meteorological announcement came out over the command channel alerting all resources of the possibility of lightning strikes, erratic and strong downdraft winds, as well as an overall possible wind shift from prevailing Western and Southerly winds to winds being out of the Northeast with gusts up to 40 m.p.h. The weather update was acknowledged was known to all members of our module, and our module leader who was with us, copied the weather update when asked by our Division Supervisor. Our immediate concern for the approaching weather system was the strong winds mixed with the large stands of beetle killed pines in the community, but additionally that the community of Sugar Pine laid in a valley with a Northeast to Southwest alignment, similar to the alignment of the predicted wind shifts. <br/><br/>Having completed our assignment of prepping structures and upon hearing the weather update, we proceeded to walk back to our engine parked nearby at the community center. Our module leader consulted with other module leaders in the area, face to face, including a hotshot superintendent. Our module leader told us at this time they believed the fire had changed directions, was heading towards us, and there were reports of 100 ft flame lengths. At this time, the Division Supervisor ordered all resources, except for our engine and two other U.S.F.S. engines, out of the Sugar Pines community and back to the 41 road. The Division reported over the radio that they wanted to keep the three U.S.F.S. engines in Sugar Pine in case an emergency burn operation was put into action. At this time, our engine crew began to discuss a number of safety concerns with this plan. Elements of L.C.E.S. were scrutinized by the crew; communications in the valley had been spotty, Lookout was unknown by our module leader, the proposed escape route to the safety zone was in alignment with the winds and topography with a possibility of being cut off in the event of the possible emergency burning operation, no alternative escape routes were identified and there was no adequate safety zone in the immediate area. Additionally, we were not in direct contact with anyone that had eyes on the fire and no trigger points for evacuating had been identified. We, as a crew, advised our module leader/supervisor of these serious concerns, and that we felt it best to disengage and return to the 41 road until a solid plan, with good intel, was in place and these L.C.E.S. concerns were mitigated. We were met with hesitation and our concerns at this time were dismissed by our module leader with a “It’ll be fine”. We continued to press the issue of L.C.E.S., lack of clearly identified trigger points (there were none), knowledge of current fire behavior (or lack thereof), and we were unsure of what the fire was doing, and our module leader was unable to definitively answer these questions. Our module leader continued to use words like: Probably, Maybe, and Should. We were then told that our “job is dangerous”. We assessed as a crew that it was at least 12 minutes drive from our current location, back to the 41 road, and then another 10 minutes to Oakhurst, our reported safety zone, which possibly lay in the path of the main fire.","The corrective actions we took as a crew were convincing our module leader to allow us to disengage and postpone the plan. We waited out on the 41 road, becoming more familiar with the current fire behavior and situation. Around 18:00, the weather and fire behavior had calmed down, and our module leader agreed to scout the proposed hose lay from earlier. We as a crew waited while he and two CalFire captains scouted in the fading light of day. Our module leader had promised us he would return with info before committing us, however announced on the radio to a hotshot superintendent that the plan looked good, prior to returning. When our module leader returned, we discussed our concerns at this time: lack of a good safety zone, one escape route, poor communication/radio performance in the valley, the lack of daylight at this time and the fact that this hose lay was in heavy dead timber that had not been snagged by fallers, or even prepped by the hotshots. <br/><br/>Despite our concerns, we felt comfortable with the fire behavior, weather, though not the snags and the dark; and we relented to do the hose lay. All ended well, we completed the hose lay with the help of two CalFire engines quickly in the dark. After completing the hose lay, we were left waiting in the dark in snag country without our module leader sending us back to safety of the truck. <br/><br/>We discussed all the events several times as a crew with our module leader, each time met with resistance and excuses that were not valid in our mind. If we are to adjust our culture to make “Life First”, we should not have been out on the line at that time, it was no longer tactically necessary, or even feasible as it had not been prepped and need to be, and we should have waited til fallers came through and snagged it in daylight. <br/><br/>If we are as a profession to make changes and truly put the concept of “Life First”, changes must be made from the top down as well as from the bottom up. Line officers must begin to question the necessity of assignments and the timing of when they are to be best done, with safety at the forefront. Subordinates should feel empowered to speak up, not dismissed as being bothersome, disrespectful, or afraid and unwilling to work. Ego is a big part of this job, not enough and one will never succeed; too much and we risk putting ourselves in perilously unnecessary situations all because we are taking “slides” from the past and trying to make them fit the present. We must ultimately, practice what we preach. We must change. <br/><br/>We have hesitated as a crew to come forward with this SAFEnet, because of our concern over the fact that our supervisor is our module leader, and we need a good reference and to be able to work with him. But the weight of our individual career goals cannot be outweighed by our consciences and we feel that this must be shared. We began working on this shortly after our return while it was fresh in our minds.","11/13/2017 08:27"
"38648","20170912-0001","4","08/31/2017 11:50","08/31/2017 12:30","Cabin Fire","","WA","State","","IC4 (t)","Line Construction And Structure Protection","4","8 engines, 3 firebosses, 2 helicopters","Wildland;","Line;","Initial Attack;","Fire Behavior;Other;","","active burning structure smoke blwing over incident area","During initial attack size up and line construction, myself and crew were exposed to the black smoke coming off of a burning cabin and large storage shed. the wind was blowing to the west across the incident at a constant and steady rate which is what lead to our exposure. Some abnormal fatigue and lightheaded feeling was experienced at the time and as the smoke subsided the symptoms became less apparent. All crew members are feeling back to normal and don't seem to be experiencing any longer term symptoms however it is possible.","Actions taken by crew immediately include doing best to try and limit exposure time and efforts were made to get in to fresh air.","09/18/2017 08:36"
"38651","20170910-0001","7","08/29/2017 13:00","08/29/2017 13:30","OR-UPF-000406   Umpqua North Complex","P6K9fs","OR","USFS","","Safety Officer 2 (SOF2) Division R and Crew Representative (CREP)","Line Construction, Prepping road for firing operations","1","Crew, Equipment, Overhead","Wildland;","Line;Support;Transport to/from;","Extended Attack;Other;","Communications;Equipment;Environmental;Human Factors;Other;","Decision Making;Leadership;Risk Assessment;Fatigue;Performance;Situational Awareness;","Conflicting values regarding safety, Attitude, Arrogance, alleged unprofessionalism, Negligence, inattentiveness","The Umpqua North Complex consisted of about 12 fires varying in size and complexity at the time of this reported incident. There were moderate to heavy inversions on the firelines daily, so the WFF were subjected to varying degrees of Carbon Monoxide (CO) poisoning as well, also resulting in dulled senses and impaired judgement, with dull headaches, confusion, and forgetfulness.<br/><br/>I was the Type 2 Safety Officer on Division R and worked with the CREP that was driving the vehicle in question. When he contacted me about the incident, I suggested going to Ground Support and trading this vehicle for another one. I am transcribing the incident as written in his typed statement and it is attached below.<br/><br/>'On August 29, my Dodge Ram 1500 was parked and had been idling for about 10 minutes. I was standing a few feet away when it shifted, without input, from park into drive and began traveling on a path to collide with another parked vehicle. I rn towards the Dodge, opened the driver's side door, and kicked the brake causing it to skid to a stop. The distance between the two vehicles at the time was less than 5 inches. Upon further research, we established that my make and model RAM was indeed plagued with faulty circuitry in the dash mounted shifter knob. It appears this very same condition is reported to have already cause at least one death, and dozens of injuries.'<br/><br/>'On August 30, I brought my vehicle to ground support, relayed my experience and requested a different truck. While others at ground support were helpful and attentive to my request, one particular GSUL met me with obstinance and disrespect. He told me that without a computer readout from the truck, there was no way to tell if the story I relayed ever happened at all. I found this odd as the #1 incident objective is firefighter safety. Had I not been able to stop the vehicle, it would have collided with the other vehicle and both would have been badly damaged. Even worse, had my coworker been standing 15 feet to the left, he would have been pinned between the trucks causing severe injury or death.'<br/><br/>'When I informed this GSUL of the findings of my research, he responded, 'Do you know how many recalls are out there? What do you want me to do?' I told him it should be documented and my truck replaced. To this he replied. 'It wouldn't have happened if you had used the parking brake.''<br/><br/>'The disrespectful tone, and the utter disregard for our primary incident objective left me speechless. I was begrudgingly given the Chevrolet truck I requested and hurried to catch up with my crew.'<br/><br/>'As the job title implies, 'Ground Support' works to ensure personnel get the support they need to safely travel to and from the fireline. I felt I was given very little support in this matter and feel that this too should be documented. As a Alaskan firefighter, I would be remiss in not reporting any resource demonstrating such negligent, unprofessional, and deficient tendencies representing  my state or organization. Thank you for your attention to this matter.'<br/><br/>As reported by a Task Force Leader, this similar Dodge Ram incident also on the Liberty Fire in Montana the first week of  September on a Dodge Ram 3500? series truck with a column shifter arm. He said his truck was idling, in park without the parking brake engaged, and it shifted into reverse (without the shifter arm moving) and began to travel downhill. He also had to hurriedly open the driver's side door and stop the vehicle.","From the fireline, reported to IMT Safety Officers via text message that the incident had occurred and the recall link.<br/><br/>Had CREP write a statement of the incident ensuring anonymity.<br/><br/>Talked with Safety Officers and Deputy IC about the alleged unprofessional GSUL experience and the apparent conflicting safety values.<br/><br/>Passed on to other Safety Officers and WFF that this was occurring.","09/18/2017 14:21"
