"ID", "SAFENET ID", "Iteration", "Event Start Date", "Event Stop Date", "Incident Name", "Incident Number", "Event State", "Event Jurisdiction", "Event Local Unit", "Event Position Title", "Event Task", "Event Management Level", "Event Resources", "Event Incident Type", "Event Incident Activity", "Event Incident Stage", "Contributing Factors", "Human Factors", "Other Factors", "Narrative", "Immediate Action Taken", "SAFENET Create Date"
"46528","20211206-0001","2","12/06/2021 08:00"," ","MOCC Support","P9EK6822","MO","USFS","MO-MTF","Assistant Dispatch Center Manager","All functions of Dispatch, Communicating and Tracking Resources","3","Dispatch, All Field Going Resoures","Wildland;Prescribed/Fuels Treatment;All Hazard;Training;","Line;Support;Transport to/from;Readiness/Preparedness;","Initial Attack;Extended Attack;Transfer of Command;Mop Up;Non-incident;","Communications;Equipment;Human Factors;Other;","Decision Making;Performance;Situational Awareness;","Security Software applied to Agency Computers.","On 12/6/21 at 0800, 4 Dispatch Computers dedicated as Radio Consoles went down and were quarantined from the network making them inoperable.  An automated program network security runs called ISE quarantined the four dispatch computers and knocked them off the network and after further troubleshooting network is telling me the security patch is too old on the machines to get back on the network and will have to be updated before being allowed back on. Our computers have been on the network since they were installed back in October 2021.  We do a restart on these computers every Monday to keep them updated.<br/>Our Radio Tech contacted the HELP DESK at 0830 to try and resolve the issue.  The Help Desk didn't contact us until 1430.  They informed us of the quarantine and that they don't know how to fix the issue or give us a time line of when  they would be able to get the Radio Consoles back online.<br/>With these radios down we only have 1 old TELEX Console radio that is able to transmit at this time.  This leaves us vulnerable to over loading this console should we get any more activity than we have right now.  Currently we have 4 active Incidents that we are tracking resources on.  Also with our current FDR we have a high potential for more incidents to occur.  We are also tracking other Forest Resources for all Program Areas on the Forest.  <br/>Should we lose the ability to communicate with our field resources due to this issue our Forest would have to shut down all activity until this is resolved.","We have contacted the Help Desk to solve the Quarantine Issue, but have not been given a solution or time line as to  when this will happen.<br/><br/>We are also currently trying to get our old TELEX Consoles set back up and connected to see if they still work.<br/><br/>We have informed all zones of the Forest of our situation and what steps we are taking to resolve the issue.","12/08/2021 15:57"
"46487","20211128-0001","2","11/28/2021 14:30"," ","6098","","IL","USFS","","IADP","","5","equipment, overhead","Wildland;","Line;","Initial Attack;","Communications;","","","We currently have an engine and 4 personnel on an initial attack. The radio transmission from the resources on scene could not be understood in Dispatch. Resources on scene were trying to report a size up of wildfire they are on scene of. Loss of the primary form of communication violates the LCES policies put in place for safe firefighting.","When radio communications failed, Dispatch personnel reached out to personnel on the fire line via telephone","12/01/2021 13:38"
"46468","20211123-0001","2","11/23/2021 15:30"," ","Eads  MO-MTF-000486","P9PC9D","MO","USFS","MO-MTF","IADP - Assistant Center Manager","Initial Attack Communications","4","Engine Crew, Dispatch","Wildland;","Support;","Initial Attack;","Communications;","Decision Making;","Inoperable repeater that has been down for about 8 weeks and not been repaired.  (see narrative for more information)","In August our Forest replaced all old network cables with new.  During this process the contractor cut a network line at the Poplar Bluff(Williamsville Repeater) and Potosi Offices (Matthews Repeater) that ran out to the Base Stations for two of our repeaters and have not been replaced.  Our radio Team noticed this immediately and have been trying to remedy the situation since that time.  We have been told each week that this is going to be repaired and it has not been accomplished as of todays date.  Currently we have a fire incident on the Poplar Bluff district and do not have Radio Communications with our responding resources on the Williamsville Repeater.  We are currently running our response with cell phones that the IC has to drive 2 miles down the road to get service to call in Size-ups and Updates.","For Mitigations, Dispatch talked about disengagement of our resources but after talking with them we decided that the cell phone communication would work for this incident as the complexity and fire activity was low.  Our radio team has also been trying multiple ways to patch the frequencies or back them up on other repeaters for multiple weeks now with no success.  Forest Level FAM, Forest Supervisors and Regional Staff are aware of the issue and are seeking resolution to this.  The field resources are also setting up a human repeater system with someone in a location that has radio communication with the incident and cell phone service to communicate with Dispatch.","11/29/2021 10:50"
"46508","20211203-0001","2","11/22/2021 08:00"," ","No communication with dispatch","","WV","USFS","","Zone AFMO","Communication with Dispatch","N/A","South Zone resources","All Hazard;","Support;","Other;","Communications;","Risk Assessment;","","11/22/2021 Front Desk found that the office internet was out and submitted a ticket with CHD by 0800. By 0900 was told by CHD that it was a carrier issue and that CHD had submitted a ticket with AT&T and that AT&T were trying to isolate and repair the problem. <br/>11/23/2021 0800 fire staff are in the office and notice that the base radios in the officer are not TX or RX as well. They test again with the radio in the engine bay and are able to key the repeaters, but are unable to contact dispatch. <br/>Dispatch here is in Harrisburg PA and is connected to the system on the Monongahela National Forest via a central linked repeater in each zone, via the internet. The South Zone linked repeater is fed through the White Sulphur Springs, WV office internet to Harrisburg PA. With the internet down we have not communications with PA-MACC dispatch on the South Zone. <br/>11/24/2021 Fire staff called CHD to check the status of the ticket and were told that the issue had been resolved and the ticket closed. We tested and no the issue had not be resolved and told them that the ticket needed to remain open. CHD said they had escalated the issue with AT&T.<br/>11/25/2021 We had a fire start on the North Zone of the forest and Zone AFMO and engine responding. I was DO (Duty Officer) and with the repeater link down had to reply completely on phone communications with the IC and dispatch.<br/>11/26/2021 Notified CHD that we had an active fire and that this issue is a safety concern. I asked if there was any way to expedite the issue, and was given no time line for a resolution. <br/>11/30/2021 CHD said they are shipping a router over night to the office. The Forest Supervisor got involved. <br/>12/01/2021 CHD could not ship router yesterday and are HOPING it will go out today.<br/>12/02/2021 Problems with shipping the router. Should be on site tomorrow. <br/>12/03/2021 The saga continues........","11/22/2021 0800 The initial ticket for the internet was submitted at the open of business . <br/>11/23/2021 with the 7 day staffing coverage for the forest, South Zone fire employees work Tuesday - Saturday and didn't relies the repeater link was an issue until 0800 Tuesday. We let CHD know that this was now a safety issue.<br/>Fire employee, the engine Captain or myself called CHD twice daily. <br/>11/26/2021 I let CHD know when we had a fire that this had been and was now a safety issue, not just a work stoppage.<br/>I kept, dispatch, forest employees and forest FMO informed of the issue.<br/>11/30/2021 Forest Supervisor got involved.","12/03/2021 14:17"
"46427","20211115-0001","2","11/15/2021 07:30"," ","RICC Radios not functional","","OR","USFS","Umpqua National Forest","","","N/A","","All Hazard;","Support;","Other;","Communications;Equipment;","","","Upon arriving to work today I restarted my console radio and fortuitously the base stations were not muted.  We started hearing very garbled broken radio traffic only over the base stations. It was then that we realized that none of our radio consoles, we have 4 on our dispatch floor, were receiving any radio traffic except over the base station back ups.  The south net base station was receiving traffic from the field, but the transmission was so broken and garbled that it was barely readable.  It sounds like the system has some major internal echo, and the call log is showing 89 calls with duration 00:00 across all stations on our south network.  An adjacent dispatch area (Medford) is reporting radio outages as well, so this may be a wider network issue.  In any case, our current radio communication capability is severely limited on the forest service side, and is creating a hazardous situation for those folks in the field.","We sent out a message via all our FS base stations, and sent out an e-mail to all Umpqua National Forest employees informing them that our radios aren't totally functional, and to call us on the cell phone if they can. I filed a radio service request, alerted our forest service radio tech, and am assisting them however I can.","11/17/2021 13:56"
"46347","20211101-0001","2","11/01/2021 10:27"," ","Rothomel RX","","IL","USFS","Shawnee National Forest","IADP","Dispatch ","2","Overhead","Prescribed/Fuels Treatment;","Readiness/Preparedness;","Other;","Communications;","","","Resources on scene of an RX on the Shawnee National Forest. Radio service recently upgraded radios and repeaters to digital service, which has had major issues with calls dropping, echoing, skipping (like a music cd with a scratch). We have resources on scene of a RX burn, and the radio started to echo and skip. This has been a months-long ongoing issue with non-fire personnel, and now it is also affecting fireline personnel with active fire on the ground. This is a violation of the LCES that is in place for all fire activity.","Dispatch was able to comprehend what the resource was saying at the time of the call. Other times, Dispatch has had to have resources repeat 2-3, sometimes upwards to 5 times over the radio to get the information resources are sending via radio.","11/04/2021 08:49"
"46387","20211108-0001","2","10/26/2021 16:00"," ","MLF Radio Network Down","","UT","USFS","UT-MLF","Center Manager","Prescribed Fire and Initial Attack","3","Equipment, Overhead","Wildland;Prescribed/Fuels Treatment;","Line;Support;Transport to/from;","Initial Attack;Extended Attack;","Communications;Equipment;","Situational Awareness;","","All Manti LaSal Forest Service radios and National Flight Follow are down due to a Network related issue and have been down for almost two weeks.<br/>Dispatch is unable to talk to FS resources in the field via FS Radio System due to the network outage.<br/>Multiple prescribed fires have been happening during this outage. Resources cannot communicate to dispatch from the field via radio.<br/>This is affecting both BLM and FS resources in the field.<br/>Two tickets have been closed without resolution. The CHD ticket number is 2503923","Coordinated with the MLF FS Radio Technician, who opened a help desk ticket on the issue. No resolution to date. FS radios remain down and prescribed fire is happening today, Monday November 8th, 2021.","11/12/2021 09:49"
"46328","20211018-0001","2","10/18/2021 07:00"," ","Dixie Fire","","CA","USFS","","","Transport to fire","1","PatRick Crew","Wildland;","Transport to/from;","Extended Attack;","Equipment;Environmental;Human Factors;","Decision Making;Leadership;Risk Assessment;","","One crew member needed to get to airport to go home for personal reasons. 2 of the remaining 3 pick up trucks needed to ride with 6 passengers. Crew members were not notified of this situation until load up to leave camp, and were not given opportunity to come up with alternative at this time due to the need to “load up right now”. 1 of the trucks made the correct decision and put the 6th member in additional seat on front bench that had a seat belt. Leadership of the other truck insisted that 4 personnel needed to sit in the backseat, as Squadee and trainee insisted there were radios and lunches in the front seat that could not be moved. Squadee and Squadee trainee had front bench to the 2 of them, with adequate space and access to seatbelts. Prior to leaving camp in Susanville, opposition to 4 personnel in backseat was brought up by multiple crew members due to spacing and lack of seat belts. Those in opposition to this plan were told to “fucking deal with it” by Squadee and Squadee trainee. Leadership repeatedly compared the situation to worse situations within the company, where 7+ had been forced to ride in one truck as justification. During the drive from Susanville to DP146 (approx. 30 miles of highway driving on early morning snowy roads, due to snowfall of approx 3 inches overnight) the 4 personnel on backbench were unable to wear seatbelts due the lack of space and “dog pile” involved in getting 4 large males into the back bench. In addition, the passenger rear door of truck 652 has been non-operational (stuck closed with no ability to open, even upon inspection and troubleshooting) since arriving at Dixie fire 10/9. In the event of emergency, the only means of egress for rear seat crew members would be the driver rear door, assuming this door was unimpaired by a potential incident. <br/><br/>Upon reaching DP146, the issue was brought up again, and crew members insisted a better situation be found. Squadee and Squadee Trainee brought these crew members aside individually to ease tensions, and further justification was given, though it was still insisted that the situation must stand with 4 unbelted passengers in backbench. Following overhead briefing at DP146, the entire crew briefed about plan for the shift. One of the crew members of 652 brought up the issue to the crew boss at this time, as opportunity to bring the issue to a higher level had not been available due to being told to “load up now and stop bitching about seatbelts”. Crew boss trainee took side of 652 leadership and compared the situation to worse situations in the past within the company and said it was something personnel had to “suck up”. Crew boss expressed his disapproval of the situation and insisted that leadership of 652 mitigate the situation by doing the right thing and ensuring all crew members have adequate space and access to seatbelts. Leadership of 652 took retributive action, and continued to ridicule the crew member who brought up the issue by using harsh and unfriendly wording for the remainder of shift.","Opposition to having 4 unbelted crew members in back seat was brought to truck 652 leadership prior to leaving camp in Susanville. Utilizing the 3rd seat (with belt) on front bench was offered as a solution at this time. A stop was made at a gas station in Susanville and the issue and corrective action was brought up again at this time. <br/><br/>The issue was finally corrected at DP146 once firm direction from crew boss was given to remedy the situation.","11/02/2021 08:55"
"46247","20210925-0001","2","09/24/2021 19:30"," ","KNP-Complex","PPN9UH","CA","NPS","","Engine Boss","Structure Protection","1","Task Force’s ","Wildland;","Line;","Extended Attack;","Communications;Human Factors;","Leadership;","Lack of commonality between standard operating procedure, and IMT decision making","On 9/24/21 at approximately 1930, a firefighter off of OES TF 1802 suffered a minor medical emergency, that required transport to the hospital. Division A trainee attempted to hail the incident communications on the channel designated in the 206, labeled as Park Command 2. This frequency was said to be a direct line to the Kings Canyon National Park for use with IWIs only. Div A trainee made multiple attempts to contact the dispatch communications center on this frequency, but no one ever answered. The trainee finally made contact direct to the communications unit on another command channel to relay IWI information. Information was then passed on, that KNP dispatch WILL NOT ANSWER to ANY other call sign other than their assigned one, which was never made known to us. Had this been a priority Yellow, or Red IWI, someone may have been delayed treatment and transport resulting in further injury or death. The incident command team has since not made changes to the comms plan or medical plan to reflect the lack of information regarding medical emergency reporting to Line supervisors and line personnel.","Div A used operational command channels and tactical channels to relay the needed information.","09/30/2021 07:52"
"46228","20210924-0001","3","09/24/2021 06:00"," ","Dixie Fire","","CA","Other","","","","1","","Wildland;","Line;Support;","Extended Attack;Mop Up;","Environmental;Human Factors;","Decision Making;Leadership;Risk Assessment;Fatigue;Situational Awareness;","","A chief just said in an interview: “I don’t know about the attitudes and perspectives around COVID now.”  Well, on a current Type 1 fire, for a firefighter planning to go home to elderly/immunocompromised family, I can tell you.  There is no universal masking or social distancing in chow lines, etc on this Type 1 fire.  If you ask those around you to respect your wish to mask and social distance, you are harassed.  As for testing, some IMTs do it, and then another IMT will come in and intentionally block testing, because they don’t want the hassle.  COVID is surging higher than it ever did last winter in many places.  One firefighter already died of COVID on the the fire in question.  Twice this year a firefighter on another fire I responded to couldn’t get care or got discharged too early because hospitals were full. There is a critical, immediate need for universal standards and universal enforcement of COVID mitigation practices on large Forest Service/ Forest Service-staffed Incidents.  That will only happen on orders from the Washington Office.","Peer education.  Ultimately, enforcement needs to come from Washington Office.","09/27/2021 14:23"
