"ID", "SAFENET ID", "Iteration", "Event Start Date", "Event Stop Date", "Incident Name", "Incident Number", "Event State", "Event Jurisdiction", "Event Local Unit", "Event Position Title", "Event Task", "Event Management Level", "Event Resources", "Event Incident Type", "Event Incident Activity", "Event Incident Stage", "Contributing Factors", "Human Factors", "Other Factors", "Narrative", "Immediate Action Taken", "SAFENET Create Date"
"25051","79HVBNSAFE","2","11/30/2007 12:30"," ","COCHITI PHASE 2","","NM","BIA","","Rxb2","","4","2-Ignitors, 1-Holder, 1-Rxb2","Prescribed/Fuels Treatment;","Support;","Other;","Equipment;Human Factors;","Decision Making;Situational Awareness;","Tag-Out","While prepareing for a prescribed fire operation the assigned RXB2 took on the task of gathering the drip torch mix. Based on old information the RXB2 gathered the fuel cans, assuming they were properly mixed. This assumption turned out to be incorrect. Of the five cans (5 gal. each) chosen four of them were more or less 100% gasoline. Due to luck of the draw the can chosen for use was properly mixed that combined with a short operational window led to dicovery of the four cans containing gasoline prior to use. The lack of situational awareness in this particular situation could have resulted in serious injury, property damage, and/or death","Individual should have properly inspected the cans prior to selection for use. Situational awareness at all levels of the process. Obvious identification of drip torch cans.    Was discussed during an AAR, determined that the effort will be made to identify (paint, tags) drip torch cans so as not to confuse with remaining stock of standard safety cans.","12/02/2007 00:00"
"25050","79E6SCSAFE","2","11/28/2007 12:30"," ","WCT","","NM","BIA","SPA","Forestry Tech.","Wct","5","Forestry Tech.","Work Capacity Test;","Readiness/Preparedness;","Other;","Human Factors;","Decision Making;Leadership;","Double standards/adherence to policy","The Blue Book states:

'The WCT should not be considered physical training,whereby the test is administered repeatedly until an individual is eventually able to complete it successfully. WCT administrators will not allow an individual to take the WCT more than twice in a twelve month period. If an individual fails the first test, and a second test is requested, no more than two weeks shall elapse between the first and second tests. If the individual fails the second test attempt, they will not be allowed to take the test again for 9 months from the date of the failed test.'

It goes on:

' If extenuating circumstances exist, the FMO may determine an additional attempt is warrented. In such cases, the extenuating circumstances must be documented and approval received through the regional FMO before the test is administered.

Situation of concern:

A male individual over 45 years of age with a questionable fitness level attempted the WCT on 10/04/07 and failed. The individual attempted again on 10/12/07 and failed. The supervisor at the time sent a memo (e-mail) that instructed the individual and the manager to ensure that the next attempt was prior to 10/26/07, for that would fall within the guiedlines (if the first test was not counted). The individual made a third attempt on 11/28/07 and passed under dubious circumstances. Policy as stated above was ignored even though the individual was made aware of that policy after the second failed attempt.

Safety/Health issue:

If the standard is not upheld then the individual in question becomes a liability to the safety of himself and others. I can not/will not accept that liability in the performance of my ICS qualifications.","Following written policy and procedures consistently (standardazation) should be the norm not the exception.

The WCT and the guidelines for administering the WCT were developed as the interagency standard for measuring an individual's physical capability to perform incident management jobs. If policy is not followed it invalidates the standard to others. It is a documented fact that improper application of the WCT has resulted in death, hence the health screen, medical evaluation, and the standard mentioned above.    Talked with management, conclusion is pending. This document will be shared with all levels of management.","11/28/2007 00:00"
"25049","7955DUSAFE","2","11/19/2007 00:00"," ","PACK TEST","","FL","State","","Park Ranger, Volunteer, Other Staff","Work Capacity Test","5","Crew","Work Capacity Test;","Readiness/Preparedness;","Non-incident;","Communications;Human Factors;","Decision Making;Leadership;Risk Assessment;Fatigue;Performance;Situational Awareness;","","Pack test is encouraged to be taken by all employees and volunteers that are to be involved in prescribed fire and wild fire situations. No training is being offered on how to become fit for the moderate pack test. Brochures and videos are not being made available for participant use. Training time is not encouraged or offered in most cases. During testing no adequate Emergency Medical Technicians or First Responders have been present during testing. Testing has been taken during all weather conditions including high temperatures and humidity. It has been observed that course monitors are not following participants during test looking for distress in participants.The Florida Park Service is requiring this test for everyone that is involved in fire. Florida Park Service most of the time have inadequate training for these positions and are now being offered money to participate in each prescribed burn. The Pack Test offered by the Florida Park Service is for internal agency use only. It is not a test that is a 'Red Card' qualification test. This incident is ongoing in multiple parks. After an individual takes S-130/ S-190 training all training seems to stop. I have not seen any refresher courses offered especially for fire shelter deployment.","A training program need to be implemented not for each park but for at least district wide on preparation for the pack test. Exercise programs and personal training guidelines need to be addressed for each individual interested in taking the Pack Test. The Pack Test needs to be administered by one Agency in the state for Red Card Qualification reasons. Many other agencies are nervous about the qualifications of Florida Park Service personnel when they work on incidents together and there is a safety concerns being seen at each incident. All employees need (mandatory) to have yearly training refreshers ( i.e. shelter deployment). Even if an employee is not able to pass the pack test for a temporary medical condition, the employee should not be penalized for it. There has been several incident where employees have not been able to pass the test or take it and have been black listed and not allowed to attend training courses because of this reason. Do not stop training because of physical or medical conditions of a highly qualified individual. These are the people you need for the future of a prescribed fire program that is in jeopardy in Florida. All brochures and videos need to be available by any person and at any time. Qualified personnel need to be administering the test no if ands or buts.    My position does not allow me to take many of these actions. I have gathered this information from several other State Park employees, Volunteers, and other Agency employees. It is also my personal view. The problem is that the Florida Park Service is trying to correct actions from the past overnight. The Pack Test is an absolute necessary program for crew safety. Management has been informed about these concerns since the changes were planned and I have seen no effort in changing the Pack Test training and administration for two years now. A fire training facility with qualified instructors needs to be implemented for the Florida Park Service or Start working in conjunction with the Florida Division of Forestry. This ongoing issue needs to be reevaluated by management and discussed with in open forum with staff. The offering of $50.00 incentive per prescribed fire is tempting to employees that are not special risk but it will not pay for a funeral.","11/19/2007 00:00"
"25048","793UJ9SAFE","2","11/07/2007 10:00"," ","MADERA SOUTH RX","","NM","USFS","Carson NF/El Rito RD","Firefighter","","1","Ignition Crews, Overhead","Prescribed/Fuels Treatment;Fuel Treatment;","Line;","Non-incident;","Fire Behavior;Communications;Human Factors;","Decision Making;Leadership;Performance;Situational Awareness;","","On November 06 through November 07, 2007 a prescribe fire was conducted on the Carson National Forest, El Rito Ranger District. This prescribe fire was conducted in questionable management conditions. Unsafe conditions persisted throughout these two days of operations, primarily the second day. Examples of unsafe conditions were; resource availability, poor decision making from overhead, fire behavior conditions, and disregard for firefighter safety and well being. In the end, the prescribe fire resulted in going out of weather prescription while the ignition continued and finally, resulting in multiple spots ranging from a 1/10 acre to 3 acres. Firefighter safety as well as land resource benefits were compromised. I witnessed this prescribe fire project within a short period, and can not judge all the firefighting personnel on the Carson National Forest, but I have concluded that operational conditions are unsafe due to poor leadership skills. The poor leadership skills that is in question was exhibited is by the “Madera South Rx” Burn Boss, the Safety Officer, the Forest Fire Management to let the safety officer and burn boss be qualified and present, and the accountability of the Training Officer to ensure qualified fire staff are utilized. The questionable trained qualified fire staff reverts back to the Madera South Rx burn boss and safety officer who occupied these positions on this certain incident. The definition of a Safety Officer, according to the “Fireline Handbook, “The Safety Officer, a member of the Command Staff, is responsible for monitoring and assessing hazardous and unsafe situations and developing measures for assuring personnel safety. The Safety Officer will correct unsafe acts or conditions through the regular line of authority, although they (Safety Officer) may exercise emergency authority, to stop or prevent unsafe acts when immediate action is required.” This is what others and I observed. The morning of 11/07/2007, the burn boss conducted the morning briefing to all prescribe fire resources. Certain portions were not clear and understood by the fire personnel and overhead during the portion of the ignition procedures. This included the ignition specialists and holding boss, which seemed confused or unaware of certain tactics. Later on, it was determined, the day prior; a different procedure was discussed and agreed upon by all overhead for the second burn day. This did not follow through, resulting in fire personnel being displaced and used in other functions (i.e. holders to lighters). Originally, two firing teams were going to be utilized only, but a third team consisting of the Burn Boss, the Safety Officer and two other fire personnel on ATV’s were developed by the burn boss and the safety officer. During the burning operation, one burning team was to concentrate on burning out a portion of the prescribe burn from a ridge down to a constructed handline that was located off a preexisting road. The team never completed the task due to the firing operations that had commenced simultaneous down slope from team three. The third team made up of the Burn Boss, Safety Officer, and the two other firefighter personnel on ATV’s began to burn out the interior without the consent of the ignition specialist trainee or the team above them on the ridge. The third team’s fire started to torch out individual trees and began to make an up slope push creating a visibility problem (smoke) for the team above. After the ignition of the third team, the ignition specialist trainee requested that all firing would cease until all personnel from above can get to a safe location near the preexisting road near a drop point. This information was relayed over the radio numerous times to the third team, but went unheard or unwilling. At one time, the safety officer acknowledged the ignition specialist trainee by commeting, “stand-by”, and continued to fire his handheld firing devices. This was heard by numerous fire personnel and thought this was an act of insubordination to the ignition specialist trainee’s position. At the end of the day, an “AAR” was completed with all fire personnel with the exception of the Burn Boss and Safety Officer, whereabouts, unknown.","I view a safety officer as a highly recognized position that concentrates on recognizing safety issues and mitigating hazards. I saw, on this particular day, a safety officer's own agenda which included having some fun while exercising the title only. This Safety Officer should have been exercising his duty that is stated in the Fireline Handbook. The burn boss is also at fault for participating along with the safety officer and not following through with his obligations to the prescribe burn, his personnel, and his forest.

With so many, escape fires and firefighter injuries, lessons should be learned and not disregarded, such as this incident. As a firefighter community, we rely on safety officers to keep us out of harms way and stop unnecessary risks. On this day, everyone was a safety officer except the one that should have been! A thorough investigation needs to be done on these individual to remove them from their current qualification or at least have them reinitiate all their safety training needs to become a fully qualified Firefighter or Overhead Supervisor.    Having a After Action Review on this certain day to mitigate the problems was conducted. It went on to be inaffective due to non-participation of the Burn Boss and Safety Officer.","11/12/2007 00:00"
"25053","7AU4LTSAFE","2","11/07/2007 00:00"," ","MADERA SOUTH RX","","NM","USFS","Carson NF, El Rito District","Firefighter","Holding","3","Overhead, Ignition Crews","Prescribed/Fuels Treatment;","Line;Readiness/Preparedness;","Other;","Communications;Human Factors;","Decision Making;Leadership;Risk Assessment;Performance;Situational Awareness;","","***NOTE FROM SAFENET ADMINISTRATOR:  Due to technical difficulties with the SAFENET website during a period following this incident, this submission did not appear on this website when it was originally intended.  The reporting party followed up with the Safenet Administrator and resolved this issue and refiled it on January 13.***

Contributing Factors Affecting Leadership, Decision Making

And Risk Assessment

RXB2 and SOF3 trainee, ineffectively or otherwise void of communicating with trainees or project personnel on critical tactical changes, (not discussed at formal briefings) and off-handedly and unexpectedly implemented those tactical changes during the execution phase of project.

Ignition Team 3 (included RXB2 and SOF3t)- Ignition patterns were greatly altered or added (of impulsive nature) outside the scope of objectives, discussions or not previously declared during any previous planning. Team 3’s unannounced, unplanned mass firing operation along entire western bottom third of burn unit, forced a FUTA ignition team to abort their planned firing operation, and eventually lead to a situation where a burnout/holding operation between DP 3 and DP 4 was required to hold fire within project boundaries.

The impression was given by RXB2 and SOF3 trainee to expedite the entirety of operations, specifically the firing operations. The SOF3t openly exhibited what can best be described as ‘target fixation behavior’ by which the expectation that all resources would progress beyond an operational safe margin.

RXB2 and SOF3 trainee on 3 known occasions sequestered other pre-assigned (subordinate agency personnel) to participate in ignition operations without going through chain of command or obtaining prior authorizations. Holding personnel at AAR’s in all instances expressed a sense of being pressured or felt compelled to accept those orders as all were members of the same agency and was at the request from host agency upper management personnel.

SOF3 trainee (member of Ignition Team 3) focused all efforts too closely aligned with the firing operations rather than the health and safety issues a Safety Officer is required and was observed by many conducting unsafe, illegal or unauthorized actions.

Examples include:

•	Doubling up with more than one person on ATVs

•	Using unapproved ATV mounted drip torches

•	Directly disobeying orders to “cease firing operations”

•	Reckless use of hand pistol firing devices

•	Absent during AARs

•	Initiate new and unplanned ignitions (firing patterns) without prior knowledge or consent from Ignition, Holding, or Burn Bosses.

Overall poor and failing performance from RXB2 and SOF3 trainee. Commonly shared concerns expressed by burn personnel during AAR’s include but not limited to:

•	Leave project site early - during active burning period 	Lack of adequate planning and prudent preparation

•	Not present or represented at daily AARs

•	No open communications or sharing of alternative planning

•	Poorly prepared for briefings

•	Deliberate disregard and negligent in following the order to cease firing.","It is of the general consensus, the RXB2 and SOF3t lack those skills and abilities necessary to conduct a safe and professional prescribed fire program. It shall not be tolerated by myself nor expected of anyone else to subject ourselves to such incompetence and as subordinates exposed to an unacceptable level of risk.

It is believed strongly that the situation these individuals have created should be investigated by their supervisor. It has been suggested the post project AAR lacked real problem-solving opportunities and an apparent complete and utter lack of any ownership by management in these wrong-doings by these parties has resulted in further deterioration of managements credibility to function as a safe and effective fire management organization.

Prior to this incident, both individuals were reportedly fully qualified RXB2s, any sense of the phrase 'corrective action' shall include at a minimum, the revocation of 'qualified' and demoted to trainee, and should remain so until which time 'they' come to terms with their deficiencies in prescribed fire program management and have demonstrated the capacity to carry out a safe and professional prescribed fire project as RXB2 trainees.

The RXB2 conducting this prescribed fire was reportedly using this project to maintain his position currency. The SOF3, was found not a qualified trainee, and was under the direction of the RXB2 during 'this' false representation of the highest degree.","01/13/2008 00:00"
"25047","78MMKSSAFE","2","10/30/2007 00:00"," ","SAN DIAGO RX","","NM","BIA","SPA","Forestry Tech. (Fuels)","None","3","","Prescribed/Fuels Treatment;Work Capacity Test;","Line;Support;","Other;","Human Factors;","Decision Making;Leadership;Risk Assessment;","","Southern Pueblos Agency's management knowingly sent resources into a USFS prescribed fire operation without passing the WCT or possesion of a valid Red Card. SPA/BIA has violated this standard in the past and it needs to stop before their luck runs out.","SPA management needs to recognize the intent and value of the standard. They also need to accept the workload that comes with the administration of a fire management program.    I have refused to participate in field operations that I have not been qualified/documented to operate in.","11/04/2007 00:00"
"25045","78CLG6SAFE","2","10/23/2007 00:00"," ","OSC OCTOBER SUPPORT","CA-OSC-000096","CA","State","","Assistant Center Manager","Dispatch And Tracking Of Resources","1","Equipment And Overhead","Wildland;","Support;","Extended Attack;","Communications;","","","On October 22, 2007, we received requests for three Type 3 engines with personnel to be dispatched to the OSC October Support, in California.

We dispatched three engines with a total of 14 personnel. On October 23, late afternoon one of the engines (E-11) showed up in ROSS as pending and the personnel as demobed. When checking the documentation the E-11 had been unfilled by a person at OSC, instead of being reassigned. I contacted the dispatch office in California to try and figure out what had happened. I was advised that the engine had been reassigned to the Santiago Incident and that they were physically there.

I called dispatch on the Santiago Incident and was informed that Engine 11 was not there; according to ROSS the order was still pending. When I informed them that the engine was in fact at their incident, I was advised that it needed to be straightened out.

Later on October 23, I received the original order for a second time to be refilled for Engine 11 for the OSC October Support to fill in ROSS. E-11 was not straightened out and listed on the right incident until late on October 23.

On October 24, I received in ROSS Orders for the personnel on Engine 22. In checking the history on the Engine, the order had been unfilled by dispatch at OSC. I filled the orders for the personnel, but now if you check on the personnel in ROSS it does not show the personnel and equipment together. We can track the personnel on this one but not the equipment. If you look in ROSS at the original order it shows cancelled, as though the engine never went to California on OSC October Support.

In contacting the OSC October Support Incident office personnel (the personnel at Santiago Incident dispatch did understand and were concerned) and ROSS help desk I did not get any help. They did not seem to understand the importance of being able to track resources.

To me this is a serious safety issue. We could not track our personnel, and they were at an incident that was not aware they were even there. Had there been an emergency from their family or an incident involving them on the fire line in California, it would have caused un-necessary delays in tracking them.","One of the biggest issues that I noticed was attitudes. The people I talked to were very defensive and not open to listening to the concerns and solving the problems.

The Incident attitudes were that they knew what they were doing and weren’t interested in listening to the concerns.

The ROSS help desk’s attitude needs to be more open to really listen and try to understand the concerns, instead of saying “that can’t happen” or “they can’t change your order”, and “that’s not possible”, when it had already occurred.    The OSC October Support Incident, Santiago Incident, ROSS Help Desk and Northwest Coordination Center were all called and notified of the issues.

In contacting the OSC October Support Incident office personnel and ROSS help desk,I did not get any help. They did not seem to understand the importance of the safety issues and being able to track resources. The personnel at Santiago Incident dispatch did understand and were concerned.

This is a serious safety issue. We could not track our personnel, they were at an incident that was not aware they were even there. Had there been an emergency from their family or an incident involving them on the fire line in California, it would have caused un-necessary delays in tracking/locating them.

People need to be more open to discuss the problems and issues and how we will solve them in the future before there is a serious incident involving personnel that we can’t track.","10/23/2007 00:00"
"25042","77PMQ2SAFE","2","10/03/2007 12:00"," ","PINE VALLEY PEAK RX/FIRE COMMUNITY","","UT","NPS","","Holding Specialist","Holding","4","","Prescribed/Fuels Treatment;","Line;","Other;","Environmental;Human Factors;","Leadership;Performance;","","While working on the Pine Valley Peak RX the majority of the resources on scene would not wear their gloves or wore non approved gloves. When I asked them to do so some complied and others would not. I mentioned the requirement to wear gloves during the AAR. On the second day of the event gloves still were not used. This is failure of the fire culture as a whole and not just this unit. As a Line Safety Officer this is the number one corrective action I must enforce every shift.","Wearing of all PPE must be enforced by all leaders/supervisors whenever employees are on the line. Wearing the hard hat is not optional, wearing your gloves is also not optional.    I asked the burn boss and other line supervisors to put on their gloves and to instruct their crews to do so. Some complied,others did not.

The fire community needs to become leaders in safety and respect the basics in regards to safety. Gloves are required for a reason, USE THEM ALL THE TIME YOU ARE ON THE LINE!","10/05/2007 00:00"
"25046","78GLQTSAFE","2","09/27/2007 00:00"," ","NORMAL OPERATIONS","","ID","USFS","","Firefighter","Endless Weather Forecasts","4","All Crews Nationwide","Training;All Risk;","Readiness/Preparedness;","Other;","Other;","Situational Awareness;","utter and complete disinterest","I know that the guys at S. Canyon were killed by inattention and crap weather forecasts, but the never-ending reading of fire weather forecasts (and twice-a-day callbacks by dispatch offices) have become a joke on a par with your well-meaning but timeworn and boring 'six minutes for safety'. Is it not possible to only have forecasts when necessary and if then once a day? You might not have noticed, but noone is listening (or paying attention) any more. You have been crying wolf so much that noone is paying attention anymore! WE DON'T CARE ABOUT THE WEATHER BEING READ OVER THE RADIO BY SOME ROOKIE DISPATCHER! WE ARE ALREADY HAVING TO READ OT OUT LOUD FOR CHRIST'S SAKE! Stop it. Noone cares.

They say there will be no pepercussions from SAFENETS but watch 'em blow steam out the ears when you shoot at their (management's) sacred safety cows. Many long-term firefighters will agree.","Once a day reading of the weather when unusual conditions or red flags are indicated. Cessation of callback confirmation ('did you copy the weather') because really noone could care less.    You can't resolve the problem because management truly believes that having the fire weather read to us twice daily like a bedtime story will somehow make us safer. Thou shalt not shoot at sacred cows decreed by management to be inviolate. It might affect their precious careers.","10/30/2007 00:00"
"25044","7878PXSAFE","2","09/20/2007 12:00"," ","STANSBURY RX","","UT","USFS","Salt lake RD","Fft2","Holding","2","1 Crew, 5 Engines","Prescribed/Fuels Treatment;","Line;","Other;","Fire Behavior;","Decision Making;Leadership;Risk Assessment;","","On September 20 an approximately 20 acre prescribed unit in grass, sage and juniper was burned. Consistent southern winds exposed the holding forces on the north (leeward) side of the unit to heavy smoke for the duration of the burn (nearly 10 hours). The wind and fire behavior produced numerous spot fires during the majority of the peak burn period. This resulted in a demanding workload for the holding forces that did not allow for crews to readily rotate out of the smoke. Contributing to the situation was a late start in beginning the burn that resulted in the more critical edges of the unit to be burned during the peak of the burn period. Windrows of fuel stacked on the green side of the line were also a significant factor. The slower pace due to the conditions also increased the duration of the operation to longer than anticipated.","The burn was most likely conducted within prescription--though perhaps near the upper limit of the wind component. The resulting problems in holding due to the fuel and weather conditions should prompt caution when a heavy reliance on computer models for fire behavior predictions overshadows sound fire-ground sense.

Concerns for smoke exposure, or provisions for mitigation, were not mentioned during the briefing for this incident. Target fixation on accomplishing the desired objective perhaps partly contributed to hazard of smoke exposure being overlooked. On this instance the Safety Officer’s concerns were too closely aligned to operational concerns rather than the potential health and safety issues. The major reason for having a designated safety officer in the ICS system is to maintain a perspective that can offer contrast if a situation of “group think” arises within the operational personnel.

The fact that the issue for smoke exposure failed to be mentioned also stems from a much larger cultural perspective of the industry as a whole that seldom places smoke exposure as a concern. The effects of smoke on both short and long term health has often been downgraded or neglected in wildfires in general. Long term exposures to smoke come to light however during fire seasons such as this year where, as with the large complexes in Idaho, where crews were camped for weeks under inversion conditions.

Smoke exposure is often a necessary condition during wildfires, and yet it is the only safety issue specifically mentioned in the Interagency “Red Book” under the prescribed fire chapter. This highlights the disjuncture between written policy and how operations are conducted on the ground day to day. With reference to prescribe fire specifically, it raises the question that if a difference exists in how we operate on prescribed fires where we control when we put the torch to the ground and the conditions under which we do such, as compared to wildfire emergency where values are threatened. Are budget concerns, research, and fuels objectives so important that there attainment is allowed to cloud sound judgment? Prescribed fire should be the instance where we demonstrate the best of our knowledge and implement the most prudent and efficient actions. If we can't get it right on the prescribed line how are we expected to perform on the fireline. Waiting for more favorable conditions, reducing fuel loadings, starting earlier, black-lining ahead of time, ensuring adequate personnel are present to allow for rotations out of the smoke are all tactics that could have greatly altered the aforementioned situation for the positive.

But it speaks to issues of leadership when it is relegated to the line firefighters at the lowest levels to point out concerns. In this situation many people had raised eyebrows about the conditions, but a can-do attitude is contagious. Machismo became a substitute for adequate planning and prudent preparation. Concerns for smoke were dismissed as something that comes as part of the job –the attitude that real firefighters eat smoke and chase spots. This incident is not an issue of negligence but rather it is an issue of the surrounding culture in which we operate.

Its the mark of leadership to know when to inspire sacrifice and towards what end goals; It is a demonstration of respect when concern for one's subordinates triumph the achievement of goals that are not critical.","10/20/2007 00:00"
