"ID", "SAFENET ID", "Iteration", "Event Start Date", "Event Stop Date", "Incident Name", "Incident Number", "Event State", "Event Jurisdiction", "Event Local Unit", "Event Position Title", "Event Task", "Event Management Level", "Event Resources", "Event Incident Type", "Event Incident Activity", "Event Incident Stage", "Contributing Factors", "Human Factors", "Other Factors", "Narrative", "Immediate Action Taken", "SAFENET Create Date"
"24775","6KAKMJSAFE","2","12/12/2005 14:00"," ","TWEEDY COMPLEX (REHAB)","BW32","AZ","BLM","AZ Strip","Supervisory Range Tech (Fire)","Driving","5","Chase Truck, Motorcyle, 2 Federal Employees, 1 Civilian","All Risk;","Transport to/from;","Non-incident;","Environmental;Human Factors;","Decision Making;Situational Awareness;","","On Monday the 12th of December, 2005 I was driving a Ford F-250 crew cab pick-up with a passenger. We were headed out to work on some fire re-hab projects. We were about 15 miles south of the Arizona/Utah state line on BLM road 1069 at about 2PM. As we were going uphill, around a blind turn to the right, on the side of the road to our right, we saw a motorcycle headed straight toward us. With very little time to react I swerved to the left to avoid a head on collision. At the same time the driver of the motorcycle locked up his brakes and skidded until he impacted the front right side of the pick-up. With only moments between us seeing each other and impact I acted on pure gut reaction. He was so far to the right side of the road I knew that the only chance was to swerve to the left. The driver of the motorcycle sustained multiple breaks in his upper right arm, a couple of broken ribs, a lacerated kidney, broken lower leg, ankle and foot. He had a helmet on but had a mild concussion. We contacted our logistics center within moments of the accident. They called 911 and had the paramedics en route within a minute. The passenger and I rendered first aid until the ambulance arrived. This accident happened on a dry dirt road in the early afternoon. Besides the blind turn there were no other environmental factors involved in the accident.","By all accounts I did everything I could have to avoid the accident. I was driving a safe speed on the right side of the road. I was not affected by fatigue or road conditions. However the following day the district had a safety stand-down where we discussed driving procedures and safe practices.    One of the things that I took away from this is to continue to drive slowly and continue to stay on the right side of the road when driving on winding dirt roads. It wouldn't have avoided the accident in this case but I think that the outcome could have been much worse.","12/21/2005 00:00"
"24462","6KBTLCSAFE","2","12/11/2005 16:00"," ","TWEEDY COMPLEX (REHAB)","BW32","AZ","BLM","AZ Strip","Fos","Reporting Party","5","Type 2 Water Tender","All Risk;","Transport to/from;","Non-incident;","Environmental;Human Factors;","Decision Making;Risk Assessment;","","When driving a loaded BLM Force Account (1985 Autocar) water tender back to a rehab seeding project the water tender rolled. This was on a dirt road in late afternoon. Details are still being gathered. The driver sustained severe injuries and is just returning from medical treatment. The driver has been in the hospital and a conclusive statement has not been received. A serious accident investigation is being conducted.","Serious accident investigation is being conducted.    Serious accident investigation is being conducted.","12/22/2005 00:00"
"24774","6JLKEMSAFE","2","11/27/2005 15:00"," ","ADAMS SPRINGS FIRE","","KY","State","","Coordination Center Liaison","Line Construction","4","Crew & Overhead","Wildland;","Line;","Initial Attack;","Fire Behavior;","Risk Assessment;Situational Awareness;","","On 11/27/05 a KY state crew from Pike Co. was doing initial attack on a fire that started late on 11/26. The local residences had back fired from behind they homes on the night of 11/26/05 all the way to the head of Adam Springs Hollow. The fire was around 200 acres when the crew arrived.

The IC on the fire had planned to use an old strip mine road for a control line and was in the process of burning out this road when the crew noticed a lot of smoke from below them. At first they thought it may be from their burn out. But as the smoke grew larger, the IC drove his truck around to check and see. What he found was a guy on a 4-wheeler setting fire along the road below the crew. The IC tried to catch the guy on the 4-wheeler and advised the crew what was going on.

The crew did not have enough time to reach a safety zone and laid down in the road as the flame front passed over them. Luckily the crew escaped with injuries. Due to large number of fires, there were only 3 crew members and the IC on the fire at the time so a good lookout was not in place.

Fires being set below crews are watch outs in this part of KY. So heads up if you come this way.","More lookouts are needed, escape routes can quickly be cut off.    Was not on the fire.","11/29/2005 00:00"
"24773","6JD67MSAFE","2","11/09/2005 11:00"," ","TOPEKA PRESCRIBED BURN","","AZ","NPS","","Chief Emergency Services","Evacuation Planning & Preparedness","4","Overhead","Prescribed/Fuels Treatment;","Readiness/Preparedness;","Other;","Human Factors;","Decision Making;Risk Assessment;Situational Awareness;","'Press On Regardless' Mentality","The following message was sent to the Fire Mgmt Officer, Prescribed Burn Boss and Chief Ranger one week prior to the burn. The deficiencies identified here were not mitigated prior to the execution of the prescribed burn.....

________________________________________________

'When the Space Shuttle Challenger blew up on January 25, 1986, the nation was stunned. However, the accident did not come as a major surprise to the engineers with Morton Thiokol. They had tried to warn NASA officials of the dangers with a launch on that cold January morning. Their concerns were ignored......

We continually counsel our subordinates to speak up when they observe an unsafe action. Knowing that what I am writing won't be accepted well, it requires personal courage for me to speak my mind on this subject.

With the recent plans to carry out the Topeka Burn I identified safety concerns relating to a lack of adequate planning for public safety and possible evacuation scenarios. I have personally seen two previous Topeka burn projects get out of control and the proximity of this burn to the South Rim Village leaves little margin for error. I strongly believe the following critical issues need to be addressed or resolved prior to any follow-up burning attempts on this or any other burn projects which have the potential to directly impact the South Rim Village.

1. Evacuation Plan- The revised Park Evacuation Management Plan needs to be signed by the Superintendent. We have spent two years making improvements to this plan and conducting training exercises to test the accuracy of this revised plan. Failing to approve the plan in advance increases our agency liability.

2. Evac Route Signage- Installation of permanent evacuation route signage on South Rim roads. This deficiency was identified in the out-sourced Urban Interface Safety Review and has not been completed.

3. Structural Fire Staffing- Prior to initiating a burn effort, Emergency Services should notified with adequate advance notice (2-3 days) to assemble necessary structural fire resources for stand-by efforts. The recent scenario of being notified on the morning of a planned burn is simply short-sighted.

4. Evacuation ICP- Prior to initiating a burn effort, an incident command post needs to be identified and activated for the purpose of possible evacuation efforts. This includes notifying members of a designated evacuation incident command staff, who should be part of the incident briefing associated with the burn effort. Front-loading this effort, rather than scrambling to play catch-up will assure us far better results.

5. Incident Action Plan- The IAP for the burn should include a review of transition to incident organization involving an evacuation and be distributed to involved personnel. During the recent burn efforts I had Park Dispatch asking me why they had not been provided a copy of the IAP.

6. Distribution of Nomex PPE- A previous lesson learned from the Long Jim Burn was that law enforcement personnel suddenly conscripted to man traffic control points should already have Nomex PPE with them. During the recent Topeka black-lining project, South Rim rangers went to the Wildland Fire Cache but could not obtain PPE because everyone was out in the field. We need to resolve this previously identified deficiency in advance.

7. Pre-Planning Efforts Incorporate Public Safety- The degree of pre-planning work that a prescribed burn involves is huge. Unfortunately the public safety/evacuation component has not been directly incorporated into the planning efforts of the burn. Besides written plans this includes conducting another tabletop as mandated by the Deputy Superintendent.

_______________

I know that I am not the only protection employee that felt uncomfortable with the recent burn efforts. We were put behind the power curve in a situation that was self-generated. We can do better. Before we initiate another burn in close proximity to the Village I urge us to resolve these issues.","The suggested corrective actions are outlined in the message above.    I made verbal contact and put my concerns in writing to the responsible individuals one week in advance of the prescribed burn project.","11/21/2005 00:00"
"24749","6HTJZASAFE","2","11/04/2005 07:30"," ","WILDLAND/PRESCRIBED FIRE","","NE","USFS","Nebraska National Forest SO amd Pine Ridge Ranger District","Forest Fmo","Readiness/Preparedness","1","","Wildland;Prescribed/Fuels Treatment;Fuel Treatment;","Line;Support;Transport to/from;Readiness/Preparedness;","Other;","Communications;Equipment;","Leadership;","","The radio base station at the Table Road communications site provides radio coverage for both the resources at the SO and the Pine Ridge Ranger District. This base station still can not communicate with the consoles at Great Plains Dispatch. Great Plains Dispatch does all initial attack and extended attack dispatching for the Nebraska National Forest. Currently the resources that work in the Chadron area are contacting Great Plains Dispatch through the Fall River base station. This only works well when there is relatively light radio traffic. In the event of two or more initial attacks or a combination of prescribed fires and initial attacks it is likely that resources in the Chadron area would not be able to contact Great Plains Dispatch.","After many conversations with the local radio technician it appears the only reasonable solution is to redesign/reprogram the network the radio traffic utilizes to access Great Plains Dispatch Center.    I submitted a SAFENET on July, 8. I spoke with the local radio technician and he informed me that ISO had suggested we purchase additional circuits to alleviate the congestion problem. The local phone provider estimated it would take three additional circuits at a cost of $6,900 a month. This was an unacceptable solution. I spoke with the local radio technician and he informed me that he had spoke with a 'network' person in the ISO organization and they had stated that a redesign and reprogramming of the network to make the radio transmissions a priority would solve our problem. This individual had spoken to their supervisor about this issue and was told it is not a priority.","11/04/2005 00:00"
"24589","69MU37SAFE","2","11/01/2005 00:00"," ","N/A","N/A","NV","State","n/a","Safety Officer","Incident Management Team","1","Air Operations","Wildland;","Line;","Other;","Human Factors;","Performance;","","I know this is a 'sacred cow' that is not to be addressed, but if ignored will result in fatalities on wildland fires.

I have observed on IMT incidents on multiple occasions the consumption of alcoholic beverages by aircraft pilots and helitack while assigned to an incident. I have only observed them doing so in their out-of-service hours.

The IHOG does not address alcohol consumption by pilots or helitack while assigned to incidents.

When I asked an AOBD about this, he said to refer to the FAA regulations.

The FAA regulations state '8 hours from bottle to throttle'.

This is not good enough.

If a pilot were to consume a large quantity of alcohol, ending at 2200 hours, their bodies would not eliminate all of the alcohol by 0600 the following morning. They would still have enough alcohol in their system to be declared legally drunk for driving a commercial vehicle .04 (1-2 drinks for a 160 lb. man). The body normally eliminates/converts alcohol at one drink (1 1/2 ounces of grain alcohol) per hour. 8 hours would eliminate 12 ounces of alcohol or 8 drinks (beer, whiskey, etc.). A pilot or helitack crewman consuming over 8 drinks the night before would still have alcohol in their systems at 0600; perhaps enough to exceed the .04 legal limit for commercial operators.","Establish a NWCG policy that states pilots and helitack are not to consume alcohol while assigned to an incident, even in their off-shift hours.

Employ the use of breathalyzers at air tanker bases and helibases for pilots and helitack crews. Prior to flying pilots and helitack personnel would have to pass a breathalyzer test.    I have repeatedly attempted to resolve this problem for over 20 years with no success.

Alcohol consumption by pilots and helitack crews occurs on every incident.

If the NWCG cards pilots and aircraft for wildland fire incidents over and above FAA regulations, why can't the NWCG do the same for alcohol use on incidents over and above FAA regulations?

Commercial airline pilots found to be under the influence of alcohol while flying has been in the national news lately. I hope the same doesn't happen in the wildland fire community.

The problem will not go away, probably ever. But the NWCG can make the effort to reduce the risk.","02/15/2005 00:00"
"24653","6E2RWCSAFE","2","11/01/2005 00:00"," ","N/A","","ID","USFS","","Osc2","Divs","1","","Prescribed/Fuels Treatment;All Risk;Wildland Fire Use;","Line;","Initial Attack;Extended Attack;Mop Up;Transition;","Equipment;","Decision Making;Risk Assessment;","","Maybe it's just me but I'm wondering why we use Nomex for outerwear covering of our bodies and 'other' material for our packs, radio harnesses, etc. Would it be safer to have all this equipment be made of Nomex material?","","07/06/2005 00:00"
"24464","6KSRDBSAFE","2","11/01/2005 00:00"," ","DAILY RADIO USE","MT-BID-06","MT","BLM","MT-BID","Assistant Center Manager","Radio Frequencies","4","Radio Frequencies","Prescribed/Fuels Treatment;All Risk;Wildland Fire Use;","Line;Support;","Non-incident;","Communications;Equipment;Human Factors;","Decision Making;Performance;","","There was a meeting held at MT-BID on 1-5-06 @ 1430 hrs. This meeting was a Radio Shop - Billings Dispatch Center (BDC) Information meeting to discuss the status of certain frequency upgrades, repeaters, a new mountain top station building status, etc. During this meeting a radio technician for the Montana State Office Radio Shop informed BDC that he had been up to the Pryor Mountain Radio Site back in November 2005 and had programmed in a new frequency. This has effectively shut down that repeater from our use or any user out in the field until the same frequency(s) are programmed into the Grizzly Peak Station, which all transmissions relay through and programmed into BDC. Depending on what actual day in Nov. this was done, it has been almost two months that this frequency has been down. Dispatch was never notified about this change until it just happened to be mentioned matter of factly at this meeting. We have not been told when the rest of this process will be completed.","First and foremost, dispatch should have been notified that a change in frequency(s) was going to happen. Second, the change should have been started and finished within an acceptable time frame or not started at all. With winter time conditions up on the mountain tops now, it could be another several months before this is completed. This overall project was started almost 1 year earlier. It was decided to hold off on changing the frequencies until after the main fire season, which is a good decision. Unfortunately that leaves / left a very short window of opportunity to start and finish this portion of the project before the winter weather set in on the mountain tops. There were some completion dates given out at the 1-5-06 meeting, but these are very weather dependant during the winter and spring in MT.    There is no way to resolve what has happened in Nov. until the radio technician can get up to the rest of the mountain tops and complete the frequency change. Somehow there has to be better communications between the Users and the Radio Shop. Don't start a project of this importance and size if you can't finish it in a reasonable amount of time. Several months is not a reasonable amount of time unless you do it in phases that don't compromise safety and communications.","01/06/2006 00:00"
"24748","6HQSR5SAFE","2","10/27/2005 21:45"," ","BEETLE FIRE","FLFNF006005","GA","USFS","","Fire Fighter","Hecm","3","Hecm And Chase Truck","Wildland;","Transport to/from;","Non-incident;","Human Factors;","Decision Making;Fatigue;","","Helitack crew was returning to their home unit. Reached south side of Atlanta, GA at the end of the maximum duty day limitation. Motel rates exceeded per diem level and the crew member contacted his home forest dispatch and asked for permission to exceed the per diem limit. Was told to proceed the rest of the way back to his unit, which was an additional 2 hours of travel. The employee was so worn out that he ended up staying at another employee’s home instead of continuing on to his. If we are going to set these limits, than they should be adhered to by all levels of the organization without regard to budget limitations.","See above comment!    This was reported to me after the fact. Employee was not in a position to argue the situation or to pay for the per diem out of his pocket.","11/01/2005 00:00"
"24747","6HKS2SSAFE","2","10/24/2005 13:00"," ","BEAR GRASS PRES. BURN","SHF2420","CA","USFS","SFMU","District Fmo","Observer","2","Engines, Hand Crew","Prescribed/Fuels Treatment;","Line;","Non-incident;","Equipment;","Decision Making;Leadership;","Arrogance Safety attitude","Employees of the South Fork Management Unit were conducting a prescribed fire in Bear Grass on South Fork Mountain.  After a briefing and unit objectives and the JHA were covered by the Burn Boss we went to work burning a 2 ac. project site of Bear Grass. Shortly before 1300 hrs a fire manager showed up and proceeded to 'inspect' the burn site, though he did have on fire pants/shirt/hard hat he neglected to wear his fire shelter!! At the time I observed this he was talking to a group of people standing approx. 6' to 10' away from where the burners were lighting.  Again around 1400 hrs he was observed walking through the project area - this time with a digital camera. Now I realize that the proper thing to do was to inform him of his 'oversight' however I was not the only one to witness these events and as far as I am concerned if it weren't for his arrogance and 'holier than thou' attitude this would be a non-issue!!!!!","A change in attitude of the employee involved    Change in attitude of the employee involved.

I personally feel that the safety attitude displayed by this individual needs to be changed by someone 'higher up' than me for it to have any effect and this is the reason I am submitting this SAFENET.","10/27/2005 00:00"
